WardCode,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019,Population_2020,Population_2021,Population_2022,Square_Kilometres_2011,Square_Kilometres_2012,Square_Kilometres_2013,Square_Kilometres_2014,Square_Kilometres_2015,Square_Kilometres_2016,Square_Kilometres_2017,Square_Kilometres_2018,Square_Kilometres_2019,Square_Kilometres_2020,Square_Kilometres_2021,Square_Kilometres_2022,Population_per_square_kilometre_2011,Population_per_square_kilometre_2012,Population_per_square_kilometre_2013,Population_per_square_kilometre_2014,Population_per_square_kilometre_2015,Population_per_square_kilometre_2016,Population_per_square_kilometre_2017,Population_per_square_kilometre_2018,Population_per_square_kilometre_2019,Population_per_square_kilometre_2020,Population_per_square_kilometre_2021,Population_per_square_kilometre_2022
E05000335,10546,10697,10752,10886,11079,11218,11297,11355,11389,11452,11506,11536,7.406,7.406,7.406,7.406,7.406,7.406,7.406,7.406,7.406,7.406,7.406,7.406,1423.980556,1444.36943,1451.795841,1469.889279,1495.94923,1514.717796,1525.384823,1533.216311,1537.807183,1546.3138,1553.605185,1557.655955
E05000336,11671,11984,12020,12180,12286,12405,12466,12498,12544,12590,12638,12659,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3506.911058,3600.961538,3611.778846,3659.855769,3691.706731,3727.463942,3745.793269,3755.408654,3769.230769,3783.052885,3797.475962,3803.786058
E05000337,14894,15243,15413,15744,15903,16097,16238,16290,16325,16299,16257,16274,2.744,2.744,2.744,2.744,2.744,2.744,2.744,2.744,2.744,2.744,2.744,2.744,5427.842566,5555.029155,5616.982507,5737.609329,5795.553936,5866.253644,5917.638484,5936.588921,5949.344023,5939.868805,5924.562682,5930.758017
E05000338,12472,12583,12674,12918,13047,13174,13346,13501,13647,13732,13789,13849,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,7.411,1682.903792,1697.881527,1710.160572,1743.084604,1760.491162,1777.62785,1800.836594,1821.751451,1841.451896,1852.921333,1860.612603,1868.708676
E05000339,14220,14606,15166,15694,15946,16115,16251,16335,16404,16952,17460,17924,3.498,3.498,3.498,3.498,3.498,3.498,3.498,3.498,3.498,3.498,3.498,3.498,4065.180103,4175.528874,4335.620354,4486.563751,4558.604917,4606.918239,4645.797599,4669.811321,4689.536878,4846.197827,4991.423671,5124.070898
E05000340,12141,12672,12755,13088,14208,14744,14979,15155,15325,16260,17167,18051,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,2620.548241,2735.160803,2753.075761,2824.951435,3066.695446,3182.387222,3233.110296,3271.09864,3307.791927,3509.605008,3705.374487,3896.179581
E05000341,14077,14287,14235,14564,14730,14930,15310,15578,15811,15930,16000,16075,3.117,3.117,3.117,3.117,3.117,3.117,3.117,3.117,3.117,3.117,3.117,3.117,4516.201476,4583.573949,4566.891242,4672.44145,4725.697786,4789.862047,4911.774142,4997.754251,5072.505614,5110.683349,5133.140841,5157.202438
E05000342,14496,14809,15524,16284,17374,18021,18387,18714,19015,19070,19082,19074,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,3.49,4153.581662,4243.266476,4448.137536,4665.902579,4978.223496,5163.610315,5268.481375,5362.17765,5448.424069,5464.183381,5467.621777,5465.329513
E05000343,10698,10914,11302,11566,11664,11792,12022,12241,12493,12490,12480,12463,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,2436.90205,2486.104784,2574.487472,2634.624146,2656.947608,2686.104784,2738.496583,2788.382688,2845.785877,2845.102506,2842.824601,2838.952164
E05000344,13714,14023,14130,14380,14532,14738,14850,14895,14940,14959,14985,14976,2.332,2.332,2.332,2.332,2.332,2.332,2.332,2.332,2.332,2.332,2.332,2.332,5880.789022,6013.29331,6059.176672,6166.380789,6231.560892,6319.897084,6367.924528,6387.221269,6406.51801,6414.665523,6425.814751,6421.955403
E05000345,13089,13425,13613,13907,14065,14401,14638,14821,14983,15332,15667,15986,4.013,4.013,4.013,4.013,4.013,4.013,4.013,4.013,4.013,4.013,4.013,4.013,3261.649639,3345.377523,3392.225268,3465.4871670000002,3504.859208,3588.587092,3647.645153,3693.246947,3733.615749,3820.583105,3904.061799,3983.553451
E05000346,12773,12977,13214,13317,13447,13535,13627,13708,13782,13718,13614,13523,4.447,4.447,4.447,4.447,4.447,4.447,4.447,4.447,4.447,4.447,4.447,4.447,2872.273443,2918.147065,2971.441421,2994.603103,3023.836294,3043.624916,3064.31302,3082.527547,3099.167978,3084.776254,3061.389701,3040.926467
E05000347,14426,14646,14952,15745,17208,17585,18007,18388,18734,19029,19261,19474,3.187,3.187,3.187,3.187,3.187,3.187,3.187,3.187,3.187,3.187,3.187,3.187,4526.513963,4595.544399,4691.55946,4940.382805,5399.435206,5517.728271,5650.141199,5769.689363,5878.255413,5970.818952,6043.614685,6110.448698
E05000348,11409,11557,11655,11755,11821,11867,12042,12229,12405,12296,12171,12018,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,5057.180851,5122.783688,5166.223404,5210.549645,5239.804965,5260.195035,5337.765957,5420.656028,5498.670213,5450.35461,5394.946809,5327.12766
E05000349,11610,11769,11927,12024,12078,12182,12228,12261,12291,12180,12025,11867,2.081,2.081,2.081,2.081,2.081,2.081,2.081,2.081,2.081,2.081,2.081,2.081,5579.048534,5655.454109,5731.379145,5777.99135,5803.940413,5853.916386,5876.021144,5891.878904,5906.29505,5852.95531,5778.471889,5702.546852
E05000350,12392,12841,13035,13197,13281,13362,13459,13531,13590,13510,13431,13358,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,2.723,4550.863019,4715.754682,4786.999633,4846.492839,4877.341168,4907.087771,4942.710246,4969.151671,4990.81895,4961.439589,4932.42747,4905.618803
E05000351,11624,11662,11699,11711,11703,11760,11783,11819,11837,12231,12627,12994,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3.384,3434.98818,3446.217494,3457.1513,3460.6974,3458.333333,3475.177305,3481.973995,3492.612293,3497.931442,3614.361702,3731.382979,3839.834515
E05000352,15636,15794,15964,15997,16141,16080,16107,16138,16150,16167,16202,16214,3.182,3.182,3.182,3.182,3.182,3.182,3.182,3.182,3.182,3.182,3.182,3.182,4913.890635,4963.54494,5016.970459,5027.341295,5072.595852,5053.425519,5061.910748,5071.653048,5075.424261,5080.766813,5091.766185,5095.537398
E05000353,12222,12325,12393,12413,12374,12423,12454,12523,12567,12427,12289,12174,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3759.458628,3791.141187,3812.057828,3818.209782,3806.213473,3821.285758,3830.821286,3852.045524,3865.579822,3822.516149,3780.067671,3744.69394
E05000354,11472,11661,11828,11906,12119,12215,12287,12343,12389,12524,12631,12730,3.641,3.641,3.641,3.641,3.641,3.641,3.641,3.641,3.641,3.641,3.641,3.641,3150.782752,3202.691568,3248.558088,3269.980775,3328.481186,3354.847569,3374.622356,3390.002746,3402.636638,3439.714364,3469.101895,3496.292227
E05000355,12349,12486,12605,12625,12647,12679,12953,13224,13476,13538,13580,13622,1.685,1.685,1.685,1.685,1.685,1.685,1.685,1.685,1.685,1.685,1.685,1.685,7328.783383,7410.089021,7480.712166,7492.581602,7505.637982,7524.62908,7687.240356,7848.071217,7997.626113,8034.421365,8059.347181,8084.272997
E05000356,12379,12484,12643,12621,12755,12767,12989,13212,13425,13769,14097,14415,2.004,2.004,2.004,2.004,2.004,2.004,2.004,2.004,2.004,2.004,2.004,2.004,6177.145709,6229.540918,6308.882236,6297.904192,6364.770459,6370.758483,6481.536926,6592.814371,6699.101796,6870.758483,7034.431138,7193.113772
E05000357,12498,12631,12752,12841,12970,13190,13329,13464,13600,13445,13289,13143,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3263.185379,3297.911227,3329.503916,3352.741514,3386.422977,3443.86423,3480.156658,3515.4047,3550.913838,3510.443864,3469.712794,3431.592689
E05000358,15256,15741,15999,16448,16701,16874,17371,17831,18285,19480,20628,21737,1.736,1.736,1.736,1.736,1.736,1.736,1.736,1.736,1.736,1.736,1.736,1.736,8788.018433,9067.396313,9216.013825,9474.654378,9620.391705,9720.046083,10006.33641,10271.31336,10532.8341,11221.19816,11882.48848,12521.31336
E05000359,14806,14969,15093,15361,15429,15484,15574,15627,15690,15926,16156,16387,2.787,2.787,2.787,2.787,2.787,2.787,2.787,2.787,2.787,2.787,2.787,2.787,5312.522426,5371.008253,5415.500538,5511.661285,5536.06028,5555.794761,5588.087549,5607.104413,5629.709365,5714.388231,5796.914245,5879.799067
E05000360,11466,11622,11819,11925,11991,12079,12162,12238,12306,12338,12351,12342,1.793,1.793,1.793,1.793,1.793,1.793,1.793,1.793,1.793,1.793,1.793,1.793,6394.868935,6481.873954,6591.745678,6650.864473,6687.674289,6736.754044,6783.045176,6825.432236,6863.357501,6881.204685,6888.455103,6883.435583
E05000361,12717,13366,13644,13997,14066,14289,14639,14978,15316,15487,15632,15765,1.621,1.621,1.621,1.621,1.621,1.621,1.621,1.621,1.621,1.621,1.621,1.621,7845.15731,8245.527452,8417.026527,8634.793337,8677.359655,8814.929056,9030.845157,9239.9753239999991,9448.488587,9553.979025,9643.429981,9725.4781
E05000362,12044,12197,12318,12350,12373,12441,12652,12856,13069,13037,12980,12936,2.031,2.031,2.031,2.031,2.031,2.031,2.031,2.031,2.031,2.031,2.031,2.031,5930.083703,6005.416051,6064.992614,6080.7484,6092.072871,6125.553914,6229.4436240000005,6329.886755,6434.761201,6419.005416,6390.940423,6369.276219
E05000363,13103,13301,13524,13683,13769,13981,14107,14236,14347,14359,14337,14303,6.337,6.337,6.337,6.337,6.337,6.337,6.337,6.337,6.337,6.337,6.337,6.337,2067.697649,2098.942717,2134.13287,2159.223607,2172.794698,2206.249014,2226.132239,2246.488875,2264.00505,2265.89869,2262.427016,2257.061701
E05000364,13635,13772,13951,14188,14368,14790,15149,15535,15887,16632,17326,17990,2.852,2.852,2.852,2.852,2.852,2.852,2.852,2.852,2.852,2.852,2.852,2.852,4780.85554,4828.892006,4891.654979,4974.754558,5037.868163,5185.834502,5311.71108,5447.054698,5570.476858,5831.697055,6075.035063,6307.854137
E05000365,11518,11657,11799,11873,11935,11964,12051,12123,12194,12265,12320,12366,1.766,1.766,1.766,1.766,1.766,1.766,1.766,1.766,1.766,1.766,1.766,1.766,6522.083805,6600.792752,6681.200453,6723.103058,6758.210646,6774.631937,6823.89581,6864.665912,6904.869762,6945.073613,6976.217441,7002.265006
E05000366,12228,12481,12725,12972,13353,13565,13677,13845,14044,14096,14127,14155,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,14732.53012,15037.3494,15331.3253,15628.91566,16087.95181,16343.37349,16478.31325,16680.72289,16920.48193,16983.13253,17020.48193,17054.21687
E05000367,14628,15104,15815,16442,17014,17419,17710,18243,18838,19215,19598,19971,1.089,1.089,1.089,1.089,1.089,1.089,1.089,1.089,1.089,1.089,1.089,1.089,13432.50689,13869.60514,14522.4977,15098.25528,15623.50781,15995.40863,16262.62626,16752.06612,17298.43893,17644.6281,17996.32691,18338.84298
E05000368,13929,14080,14317,14595,15093,15434,15755,16138,16583,16656,16768,16869,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,1.138,12239.89455,12372.58348,12580.84359,12825.13181,13262.74165,13562.39016,13844.46397,14181.01933,14572.05624,14636.20387,14734.62214,14823.37434
E05000369,12109,12336,12473,12630,12873,13169,13278,13393,13499,13483,13511,13521,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,15004.95663,15286.24535,15456.00991,15650.55762,15951.67286,16318.46344,16453.5316,16596.0347,16727.38538,16707.55886,16742.25527,16754.64684
E05000370,11493,11618,11810,12060,12445,12649,12600,12672,12786,12958,13121,13313,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,12291.97861,12425.66845,12631.01604,12898.39572,13310.16043,13528.34225,13475.93583,13552.94118,13674.86631,13858.82353,14033.15508,14238.50267
E05000371,14400,14940,15518,15648,15990,16253,16408,16620,16891,17003,17124,17263,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,15720.52402,16310.04367,16941.04803,17082.96943,17456.33188,17743.44978,17912.66376,18144.1048,18439.95633,18562.22707,18694.32314,18846.06987
E05000372,11679,12199,12577,12765,13285,13567,13666,13775,13902,13940,14006,14060,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,11632.47012,12150.39841,12526.89243,12714.14343,13232.07171,13512.94821,13611.55378,13720.11952,13846.61355,13884.46215,13950.1992,14003.98406
E05000373,15091,15568,15812,17268,18067,18402,18565,18710,18863,18894,18942,19003,1.082,1.082,1.082,1.082,1.082,1.082,1.082,1.082,1.082,1.082,1.082,1.082,13947.31978,14388.17006,14613.67837,15959.33457,16697.78189,17007.39372,17158.04067,17292.05176,17433.45656,17462.10721,17506.4695,17562.84658
E05000374,11829,12100,12466,12662,12993,13164,13230,13329,13458,13463,13475,13484,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,0.825,14338.18182,14666.66667,15110.30303,15347.87879,15749.09091,15956.36364,16036.36364,16156.36364,16312.72727,16318.78788,16333.33333,16344.24242
E05000375,15002,15159,15554,16165,16595,16910,16889,17005,17109,17142,17189,17223,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,14868.18632,15023.78593,15415.26264,16020.81269,16446.97721,16759.16749,16738.35481,16853.32012,16956.39247,16989.09812,17035.67889,17069.37562
E05000376,12057,12267,12427,12660,13057,13231,13249,13315,13385,13396,13453,13496,1.028,1.028,1.028,1.028,1.028,1.028,1.028,1.028,1.028,1.028,1.028,1.028,11728.59922,11932.87938,12088.5214,12315.1751,12701.36187,12870.62257,12888.1323,12952.33463,13020.42802,13031.1284,13086.57588,13128.40467
E05000377,12958,13239,13492,13756,14081,14336,14439,14530,14632,14669,14703,14714,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,15687.65133,16027.84504,16334.14044,16653.75303,17047.2155,17355.9322,17480.62954,17590.79903,17714.28571,17759.0799,17800.24213,17813.55932
E05000378,12438,12644,12801,12931,13213,13451,13524,13616,13731,13967,14240,14509,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,14702.12766,14945.62648,15131.20567,15284.86998,15618.20331,15899.52719,15985.8156,16094.56265,16230.49645,16509.45626,16832.1513,17150.1182
E05000379,11590,11769,11941,12197,12479,12745,13021,13300,13620,13647,13689,13724,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,13337.16916,13543.15305,13741.0817,14035.67319,14360.18412,14666.28308,14983.88953,15304.94822,15673.18757,15704.25777,15752.58918,15792.86536
E05000380,11860,12287,12457,12625,13252,14469,14832,15191,15571,15634,15725,15808,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,14641.97531,15169.1358,15379.01235,15586.41975,16360.49383,17862.96296,18311.11111,18754.32099,19223.45679,19301.23457,19413.58025,19516.04938
E05000381,13350,13609,13839,14009,14257,14453,14527,14584,14676,14665,14700,14725,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,0.847,15761.51122,16067.29634,16338.84298,16539.55136,16832.34947,17063.75443,17151.12161,17218.41795,17327.0366,17314.04959,17355.3719,17384.88784
E05000382,10012,9884,9897,10047,10842,10782,10828,10894,10950,11203,11492,11795,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,15917.32909,15713.83148,15734.49921,15972.97297,17236.88394,17141.49444,17214.62639,17319.55485,17408.58506,17810.81081,18270.27027,18751.98728
E05000383,8842,8778,8810,8894,8967,8979,9009,9076,9121,9120,9146,9171,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,0.955,9258.638743,9191.623037,9225.13089,9313.089005,9389.528796,9402.094241,9433.507853,9503.664921,9550.78534,9549.73822,9576.963351,9603.141361
E05000384,8187,8170,8215,8274,8280,8263,8324,8413,8483,8502,8537,8575,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,8976.973684,8958.333333,9007.675439,9072.368421,9078.947368,9060.307018,9127.192982,9224.780702,9301.535088,9322.368421,9360.745614,9402.412281
E05000385,8371,8215,8199,8191,8170,8081,8081,8118,8151,8138,8150,8161,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,21409.20716,21010.23018,20969.30946,20948.8491,20895.14066,20667.51918,20667.51918,20762.14834,20846.54731,20813.29923,20843.98977,20872.12276
E05000386,8923,8645,8574,8562,8611,8448,8478,8530,8554,8526,8531,8558,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,18512.44813,17935.68465,17788.38174,17763.48548,17865.14523,17526.97095,17589.21162,17697.09544,17746.88797,17688.79668,17699.17012,17755.18672
E05000387,7974,7868,7821,7802,7814,7738,7783,7872,7965,8044,8154,8267,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,13029.41176,12856.20915,12779.41176,12748.36601,12767.97386,12643.79085,12717.32026,12862.7451,13014.70588,13143.79085,13323.52941,13508.16993
E05000388,9087,8922,8892,8894,8945,8831,9345,9902,10483,10503,10558,10617,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,19797.38562,19437.9085,19372.54902,19376.90632,19488.01743,19239.65142,20359.47712,21572.98475,22838.77996,22882.35294,23002.17865,23130.71895
E05000389,8941,8734,8690,8937,9004,9217,9243,9270,9302,9394,9533,9683,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,9421.496312,9203.37197,9157.007376,9417.281349,9487.881981,9712.328767,9739.726027,9768.177028,9801.896733,9898.840885,10045.31085,10203.37197
E05000390,8792,8698,8653,8648,8668,8594,8617,8687,8753,8754,8770,8789,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,15927.53623,15757.24638,15675.72464,15666.66667,15702.89855,15568.84058,15610.50725,15737.31884,15856.88406,15858.69565,15887.68116,15922.10145
E05000391,9771,9682,9664,9684,9680,9809,9811,9848,9878,9857,9861,9884,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,9404.234841,9318.575553,9301.251203,9320.500481,9316.650626,9440.80847,9442.733397,9478.344562,9507.218479,9487.006737,9490.856593,9512.993263
E05000392,8685,8612,8581,8587,8607,8541,8548,8578,8604,8598,8603,8625,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,11946.35488,11845.94223,11803.30124,11811.55433,11839.06465,11748.28061,11757.90922,11799.17469,11834.9381,11826.68501,11833.56259,11863.82393
E05000393,9541,9340,9303,9312,9468,9348,9337,9367,9382,9339,9338,9341,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,15314.60674,14991.97432,14932.58427,14947.0305,15197.43178,15004.81541,14987.15891,15035.313,15059.39005,14990.36918,14988.76404,14993.57945
E05000394,7656,7534,7511,7517,7519,7445,7473,7515,7549,7545,7569,7604,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,15688.52459,15438.52459,15391.39344,15403.68852,15407.78689,15256.14754,15313.52459,15399.59016,15469.2623,15461.06557,15510.2459,15581.96721
E05000395,9839,9662,9683,9663,9791,9628,9658,9709,9753,9735,9758,9791,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,16262.80992,15970.24793,16004.95868,15971.90083,16183.47107,15914.04959,15963.63636,16047.93388,16120.66116,16090.90909,16128.92562,16183.47107
E05000396,9245,9174,9220,9265,9298,9218,9240,9297,9331,9322,9337,9365,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,0.694,13321.32565,13219.02017,13285.30259,13350.14409,13397.69452,13282.42075,13314.12104,13396.2536,13445.24496,13432.27666,13453.89049,13494.23631
E05000397,7257,7197,7199,7183,7255,7212,7195,7213,7229,7214,7214,7214,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,8054.384018,7987.791343,7990.011099,7972.253052,8052.164262,8004.439512,7985.571587,8005.54939,8023.307436,8006.659267,8006.659267,8006.659267
E05000398,9343,9149,9064,9071,9142,9028,9021,9029,9049,9019,9009,8994,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,13177.71509,12904.09027,12784.2031,12794.07616,12894.21721,12733.42736,12723.5543,12734.8378,12763.04654,12720.73343,12706.62906,12685.4725
E05000399,8188,8065,8019,8061,8052,7965,7963,7982,7994,7981,7993,8012,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,12349.92459,12164.40422,12095.02262,12158.37104,12144.79638,12013.57466,12010.55807,12039.21569,12057.31523,12037.70739,12055.80694,12084.46456
E05000400,9273,9477,9616,9765,9978,10158,10218,10219,10214,10574,10906,11224,2.677,2.677,2.677,2.677,2.677,2.677,2.677,2.677,2.677,2.677,2.677,2.677,3463.952185,3540.156892,3592.080687,3647.740007,3727.306687,3794.546134,3816.959283,3817.332835,3815.465073,3949.943967,4073.963392,4192.753082
E05000401,9471,9699,9857,10091,10275,10439,10583,10679,10763,10900,11028,11145,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,6522.727273,6679.752066,6788.567493,6949.724518,7076.4462810000005,7189.393939,7288.567493,7354.683196,7412.534435,7506.887052,7595.041322,7675.619835
E05000402,10139,10342,10536,10722,11174,11290,11376,11419,11455,11619,11785,11913,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,5393.085106,5501.06383,5604.255319,5703.191489,5943.617021,6005.319149,6051.06383,6073.93617,6093.085106,6180.319149,6268.617021,6336.702128
E05000403,12421,13015,13295,13747,14439,14999,15463,15841,16230,16346,16433,16499,1.241,1.241,1.241,1.241,1.241,1.241,1.241,1.241,1.241,1.241,1.241,1.241,10008.86382,10487.51007,10713.13457,11077.35697,11634.9718,12086.22079,12460.11281,12764.70588,13078.16277,13171.63578,13241.74053,13294.92345
E05000404,8767,8896,9002,9127,9202,9274,9325,9309,9309,9351,9382,9410,1.929,1.929,1.929,1.929,1.929,1.929,1.929,1.929,1.929,1.929,1.929,1.929,4544.841887,4611.715915,4666.666667,4731.467081,4770.34733,4807.672369,4834.110938,4825.816485,4825.816485,4847.589425,4863.659927,4878.17522
E05000405,10264,10488,10715,10898,11002,11047,11093,11100,11128,11121,11127,11162,7.552,7.552,7.552,7.552,7.552,7.552,7.552,7.552,7.552,7.552,7.552,7.552,1359.110169,1388.771186,1418.829449,1443.061441,1456.832627,1462.791314,1468.882415,1469.809322,1473.516949,1472.590042,1473.384534,1478.019068
E05000406,10368,10514,10676,10849,10998,11132,11275,11333,11365,11344,11318,11277,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,2351.020408,2384.126984,2420.861678,2460.090703,2493.877551,2524.263039,2556.689342,2569.84127,2577.097506,2572.335601,2566.439909,2557.142857
E05000407,9777,9933,10036,10159,10305,10398,10467,10474,10493,10561,10603,10660,1.647,1.647,1.647,1.647,1.647,1.647,1.647,1.647,1.647,1.647,1.647,1.647,5936.247723,6030.965392,6093.503339,6168.184578,6256.830601,6313.296903,6355.191257,6359.441409,6370.977535,6412.264724,6437.765634,6472.374013
E05000408,10971,11191,11518,11777,12062,12339,12560,12668,12741,13142,13517,13882,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,5714.0625,5828.645833,5998.958333,6133.854167,6282.291667,6426.5625,6541.666667,6597.916667,6635.9375,6844.791667,7040.104167,7230.208333
E05000409,10132,10378,10565,10741,10948,11132,11291,11391,11470,11626,11796,11937,1.348,1.348,1.348,1.348,1.348,1.348,1.348,1.348,1.348,1.348,1.348,1.348,7516.320475,7698.813056,7837.537092,7968.10089,8121.661721,8258.160237,8376.11276,8450.296736,8508.902077,8624.62908,8750.74184,8855.341246
E05000410,9458,9656,9816,9913,10010,10130,10219,10239,10252,10428,10594,10740,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,5239.889197,5349.584488,5438.227147,5491.966759,5545.706371,5612.188366,5661.495845,5672.576177,5679.778393,5777.285319,5869.252078,5950.138504
E05000411,8997,9183,9290,9415,9517,9576,9649,9677,9688,9786,9858,9945,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,4151.822796,4237.655745,4287.032764,4344.716198,4391.785879,4419.01246,4452.699585,4465.620674,4470.696816,4515.920628,4549.146285,4589.293955
E05000412,10467,10610,10879,11162,11546,11816,12155,12324,12460,12508,12540,12580,1.376,1.376,1.376,1.376,1.376,1.376,1.376,1.376,1.376,1.376,1.376,1.376,7606.831395,7710.755814,7906.25,8111.918605,8390.988372,8587.209302,8833.575581,8956.395349,9055.232558,9090.116279,9113.372093,9142.44186
E05000413,10497,10727,10882,11090,11314,11434,11543,11584,11618,11670,11705,11736,1.664,1.664,1.664,1.664,1.664,1.664,1.664,1.664,1.664,1.664,1.664,1.664,6308.293269,6446.514423,6539.663462,6664.663462,6799.278846,6871.394231,6936.899038,6961.538462,6981.971154,7013.221154,7034.254808,7052.884615
E05000414,9857,10027,10216,10473,10619,10723,10875,10948,11011,11368,11715,12026,2.595,2.595,2.595,2.595,2.595,2.595,2.595,2.595,2.595,2.595,2.595,2.595,3798.458574,3863.969171,3936.801541,4035.83815,4092.100193,4132.177264,4190.751445,4218.882466,4243.159923,4380.732177,4514.450867,4634.296724
E05000415,9609,9802,9927,10062,10168,10252,10329,10375,10401,10382,10352,10298,1.583,1.583,1.583,1.583,1.583,1.583,1.583,1.583,1.583,1.583,1.583,1.583,6070.120025,6192.04043,6271.004422,6356.285534,6423.246999,6476.310802,6524.952622,6554.011371,6570.435881,6558.433354,6539.481996,6505.369551
E05000416,9699,9789,9858,9907,10026,10060,10170,10299,10425,10829,11218,11601,1.534,1.534,1.534,1.534,1.534,1.534,1.534,1.534,1.534,1.534,1.534,1.534,6322.685789,6381.355932,6426.336375,6458.279009,6535.853977,6558.018253,6629.726206,6713.820078,6795.958279,7059.322034,7312.907432,7562.581486
E05000417,15937,16142,16269,16348,16560,16619,16784,16990,17180,17203,17196,17180,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,14116.03189,14297.6085,14410.09743,14480.07086,14667.84765,14720.10629,14866.25332,15048.71568,15217.0062,15237.37821,15231.17803,15217.0062
E05000418,12946,13217,13377,13466,13662,13817,13923,14060,14193,14376,14527,14666,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,1.343,9639.612807,9841.399851,9960.536113,10026.80566,10172.74758,10288.16083,10367.08861,10469.09903,10568.13105,10704.39315,10816.828,10920.32762
