WardCode,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019,Population_2020,Population_2021,Population_2022,Square_Kilometres_2011,Square_Kilometres_2012,Square_Kilometres_2013,Square_Kilometres_2014,Square_Kilometres_2015,Square_Kilometres_2016,Square_Kilometres_2017,Square_Kilometres_2018,Square_Kilometres_2019,Square_Kilometres_2020,Square_Kilometres_2021,Square_Kilometres_2022,Population_per_square_kilometre_2011,Population_per_square_kilometre_2012,Population_per_square_kilometre_2013,Population_per_square_kilometre_2014,Population_per_square_kilometre_2015,Population_per_square_kilometre_2016,Population_per_square_kilometre_2017,Population_per_square_kilometre_2018,Population_per_square_kilometre_2019,Population_per_square_kilometre_2020,Population_per_square_kilometre_2021,Population_per_square_kilometre_2022
E05000419,13892,14314,14453,14595,14959,15168,15263,15371,15491,15507,15475,15431,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,12403.57143,12780.35714,12904.46429,13031.25,13356.25,13542.85714,13627.67857,13724.10714,13831.25,13845.53571,13816.96429,13777.67857
E05000420,16873,16986,17175,17556,17720,17722,17852,18060,18244,18375,18495,18610,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,13967.71523,14061.25828,14217.71523,14533.11258,14668.87417,14670.5298,14778.1457,14950.33113,15102.64901,15211.09272,15310.43046,15405.62914
E05000421,15130,15762,16194,16419,16618,17147,17314,17518,17733,17713,17653,17587,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,17737.39742,18478.31184,18984.75967,19248.53458,19481.82884,20101.99297,20297.77257,20536.92849,20788.98007,20765.53341,20695.19343,20617.81946
E05000422,13786,14090,14308,14480,14715,14786,14852,14911,14945,14961,14984,14991,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,8780.89172,8974.522293,9113.375796,9222.929936,9372.611465,9417.834395,9459.872611,9497.452229,9519.10828,9529.299363,9543.949045,9548.407643
E05000423,15190,15649,15825,15970,16187,16350,16427,16525,16613,16690,16756,16823,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,7475.393701,7701.279528,7787.893701,7859.251969,7966.043307,8046.259843,8084.153543,8132.38189,8175.688976,8213.582677,8246.062992,8279.035433
E05000424,14845,15132,15280,15364,15529,15507,15526,15568,15574,15607,15625,15645,1.473,1.473,1.473,1.473,1.473,1.473,1.473,1.473,1.473,1.473,1.473,1.473,10078.07196,10272.91242,10373.38764,10430.41412,10542.43041,10527.49491,10540.39375,10568.90699,10572.98031,10595.38357,10607.60353,10621.18126
E05000425,17337,17744,18046,18459,18748,19171,19365,19613,19831,19874,19897,19905,1.059,1.059,1.059,1.059,1.059,1.059,1.059,1.059,1.059,1.059,1.059,1.059,16371.10482,16755.42965,17040.60434,17430.5949,17703.49386,18102.92729,18286.11898,18520.30217,18726.15675,18766.7611,18788.4797,18796.03399
E05000426,15187,15436,15618,16192,16388,16472,16852,17298,17731,18415,19073,19718,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,11911.37255,12106.66667,12249.41176,12699.60784,12853.33333,12919.21569,13217.2549,13567.05882,13906.66667,14443.13725,14959.21569,15465.09804
E05000427,14338,14590,14706,14800,15401,15621,15931,16270,16616,16865,17106,17316,1.162,1.162,1.162,1.162,1.162,1.162,1.162,1.162,1.162,1.162,1.162,1.162,12339.07057,12555.938039999999,12655.76592,12736.66093,13253.87263,13443.20138,13709.98279,14001.72117,14299.48365,14513.76936,14721.1704,14901.89329
E05000428,14640,14939,15109,15249,16026,16131,16204,16316,16413,16463,16499,16526,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,1.449,10103.51967,10309.86888,10427.19117,10523.80952,11060.04141,11132.50518,11182.88475,11260.17943,11327.12215,11361.62871,11386.47343,11405.10697
E05000429,14860,15068,15184,15427,15728,15817,15900,16000,16083,16075,16027,15991,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,0.869,17100.11507,17339.47066,17472.95742,17752.58918,18098.96433,18201.3809,18296.89298,18411.96778,18507.47986,18498.27388,18443.03797,18401.61105
E05000430,14347,14718,14927,15006,15353,15468,15723,16008,16273,16293,16289,16276,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,1.273,11270.22781,11561.66536,11725.84446,11787.90259,12060.48704,12150.82482,12351.13904,12575.01964,12783.18932,12798.90024,12795.75805,12785.54595
E05000431,14409,14546,14582,14589,14713,14661,14681,14698,14730,14802,14900,14994,1.698,1.698,1.698,1.698,1.698,1.698,1.698,1.698,1.698,1.698,1.698,1.698,8485.865724,8566.548881,8587.750294,8591.872792,8664.899882,8634.275618,8646.054181,8656.06596,8674.911661,8717.314488,8775.029446,8830.388693
E05000432,14995,15350,15582,15809,16271,16732,16876,17018,17150,17215,17254,17275,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,1.451,10334.25224,10578.9111,10738.80083,10895.24466,11213.64576,11531.35768,11630.59959,11728.46313,11819.43487,11864.23156,11891.10958,11905.58236
E05000433,12604,12825,13487,13643,13872,14020,14203,14408,14613,14893,15157,15397,1.083,1.083,1.083,1.083,1.083,1.083,1.083,1.083,1.083,1.083,1.083,1.083,11638.04247,11842.10526,12453.37027,12597.41459,12808.86427,12945.5217,13114.49677,13303.78578,13493.07479,13751.61588,13995.38319,14216.98984
E05000434,13723,13928,14032,14147,14347,14367,14412,14502,14578,14604,14626,14636,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,9058.085809,9193.39934,9262.046205,9337.953795,9469.966997,9483.168317,9512.871287,9572.277228,9622.442244,9639.60396,9654.125413,9660.726073
E05000435,15858,15963,16054,16139,16318,16351,16382,16452,16473,16429,16366,16326,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,1.029,15411.07872,15513.11953,15601.55491,15684.15938,15858.11467,15890.18465,15920.31098,15988.33819,16008.74636,15965.98639,15904.7619,15865.88921
E05000436,14211,14338,14504,14979,15616,16250,16517,16841,17137,17135,17126,17087,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,12587.24535,12699.73428,12846.76705,13267.49336,13831.70948,14393.26838,14629.76085,14916.74048,15178.9194,15177.14792,15169.17626,15134.63242
E05000437,14868,15022,15582,15770,15887,16023,16063,16127,16173,16234,16271,16287,3.085,3.085,3.085,3.085,3.085,3.085,3.085,3.085,3.085,3.085,3.085,3.085,4819.448947,4869.367909,5050.89141,5111.831442,5149.756888,5193.841167,5206.807131,5227.552674,5242.463533,5262.236629,5274.230146,5279.416532
E05000438,14129,14236,14803,15002,15122,15218,15323,15444,15558,15663,15756,15815,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,2.313,6108.517077,6154.777345,6399.913532,6485.948984,6537.829658,6579.334198,6624.729788,6677.042802,6726.329442,6771.725032,6811.932555,6837.440553
E05000439,17239,17751,17832,18426,18608,18770,18945,19122,19252,19273,19266,19249,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,1.686,10224.79241,10528.46975,10576.51246,10928.82562,11036.77343,11132.85884,11236.6548,11341.63701,11418.74259,11431.1981,11427.04626,11416.96323
E05000440,15302,15426,15469,15610,15718,15757,15762,15782,15817,15794,15805,15806,1.868,1.868,1.868,1.868,1.868,1.868,1.868,1.868,1.868,1.868,1.868,1.868,8191.648822,8258.029979,8281.049251,8356.531049,8414.346895,8435.224839,8437.901499,8448.608137,8467.344754,8455.03212,8460.920771,8461.456103
E05000441,15036,15125,15181,15420,15551,15608,15645,15715,15763,15860,15926,15974,1.721,1.721,1.721,1.721,1.721,1.721,1.721,1.721,1.721,1.721,1.721,1.721,8736.780941,8788.495061,8821.034282,8959.907031,9036.025567,9069.145845,9090.644974,9131.319001,9159.209762,9215.572342,9253.922138,9281.812899
E05000442,14651,14750,14811,15017,15133,15295,15373,15409,15436,15526,15596,15644,2.389,2.389,2.389,2.389,2.389,2.389,2.389,2.389,2.389,2.389,2.389,2.389,6132.691503,6174.131436,6199.665132,6285.893679,6334.44956,6402.26036,6434.910004,6449.979071,6461.280871,6498.953537,6528.2545,6548.346589
E05000443,16692,17081,17656,18013,19536,20109,21237,22365,23514,24417,25271,26093,1.774,1.774,1.774,1.774,1.774,1.774,1.774,1.774,1.774,1.774,1.774,1.774,9409.244645,9628.523112,9952.64938,10153.88952,11012.40135,11335.40023,11971.25141,12607.10259,13254.79143,13763.8106,14245.20857,14708.56821
E05000444,14949,15243,15440,15726,16005,16148,16388,16608,16836,16985,17077,17171,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,8177.789934,8338.621444,8446.389497,8602.844639,8755.47046,8833.698031,8964.989059,9085.339168,9210.065646,9291.575492,9341.90372,9393.326039
E05000445,14740,14887,14981,15360,15454,15489,15545,15601,15631,15651,15627,15630,2.392,2.392,2.392,2.392,2.392,2.392,2.392,2.392,2.392,2.392,2.392,2.392,6162.207358,6223.662207,6262.959866,6421.404682,6460.702341,6475.334448,6498.745819,6522.157191,6534.698997,6543.060201,6533.026756,6534.280936
E05000446,14594,14692,14791,14951,15052,15094,15167,15246,15324,15379,15411,15436,1.609,1.609,1.609,1.609,1.609,1.609,1.609,1.609,1.609,1.609,1.609,1.609,9070.229956,9131.137352,9192.666252,9292.106899,9354.878807,9380.981976,9426.351771,9475.45059,9523.927906,9558.110628,9577.998757,9593.536358
E05000447,14667,14821,14997,15360,15525,15654,15779,15888,15991,16181,16359,16521,1.809,1.809,1.809,1.809,1.809,1.809,1.809,1.809,1.809,1.809,1.809,1.809,8107.794362,8192.924268,8290.215589,8490.878939,8582.089552,8653.399668,8722.498618,8782.752902,8839.690437,8944.72084,9043.117745,9132.669983
E05000448,17551,18777,19575,20348,20935,22790,23448,24123,24787,25371,25919,26443,2.056,2.056,2.056,2.056,2.056,2.056,2.056,2.056,2.056,2.056,2.056,2.056,8536.478599,9132.782101,9520.914397,9896.88716,10182.393,11084.63035,11404.66926,11732.97665,12055.93385,12339.98054,12606.51751,12861.38132
E05000449,15834,16013,16464,16804,17330,18047,18461,18818,19188,19942,20665,21390,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,8714.364337,8812.878371,9061.089708,9248.211337,9537.699505,9932.305999,10160.1541,10356.63181,10560.26417,10975.2339,11373.14254,11772.1519
E05000450,15717,15936,16044,16301,16444,16502,16560,16652,16686,16727,16767,16767,1.684,1.684,1.684,1.684,1.684,1.684,1.684,1.684,1.684,1.684,1.684,1.684,9333.135392,9463.182898,9527.315914,9679.928741,9764.845606,9799.287411,9833.729216,9888.361045,9908.551069,9932.897862,9956.650831,9956.650831
E05000451,15010,15437,15641,15969,16632,16803,17124,17453,17748,17930,18100,18225,1.781,1.781,1.781,1.781,1.781,1.781,1.781,1.781,1.781,1.781,1.781,1.781,8427.849523,8667.602471,8782.144862,8966.311061,9338.573835,9434.58731,9614.823133,9799.550814,9965.188097,10067.37788,10162.82987,10233.01516
E05000452,15712,15851,16126,16340,16413,16483,16616,16736,16859,16882,16901,16912,1.745,1.745,1.745,1.745,1.745,1.745,1.745,1.745,1.745,1.745,1.745,1.745,9004.011461,9083.667622,9241.260745,9363.896848,9405.730659,9445.845272,9522.063037,9590.830946,9661.318052,9674.498567,9685.386819,9691.690544
E05000453,16498,16664,16831,17297,17480,17583,17675,17760,17827,17992,18202,18391,1.544,1.544,1.544,1.544,1.544,1.544,1.544,1.544,1.544,1.544,1.544,1.544,10685.23316,10792.74611,10900.90674,11202.72021,11321.24352,11387.95337,11447.53886,11502.59067,11545.98446,11652.84974,11788.8601,11911.26943
E05000454,14335,14431,14545,14805,15087,15080,15270,15475,15637,15658,15655,15666,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,6445.593525,6488.758993,6540.017986,6656.92446,6783.723022,6780.57554,6866.007194,6958.183453,7031.02518,7040.467626,7039.118705,7044.064748
E05000455,10406,10473,10499,10470,10508,10572,10721,10797,10852,10933,11000,11056,1.393,1.393,1.393,1.393,1.393,1.393,1.393,1.393,1.393,1.393,1.393,1.393,7470.208184,7518.305815,7536.970567,7516.15219,7543.431443,7589.375449,7696.338837,7750.897344,7790.380474,7848.528356,7896.625987,7936.826992
E05000456,9307,9356,9348,9320,9356,9479,9569,9607,9642,9727,9805,9859,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,4184.802158,4206.834532,4203.23741,4190.647482,4206.834532,4262.140288,4302.607914,4319.694245,4335.431655,4373.651079,4408.723022,4433.003597
E05000457,10789,10848,10852,10814,10821,10766,11071,11287,11499,11557,11610,11656,1.111,1.111,1.111,1.111,1.111,1.111,1.111,1.111,1.111,1.111,1.111,1.111,9711.071107,9764.176418,9767.776778,9733.573357,9739.873987,9690.369037,9964.89649,10159.31593,10350.13501,10402.34023,10450.045,10491.44914
E05000458,11563,11624,11581,11560,11603,11834,11963,12015,12066,12247,12431,12617,2.997,2.997,2.997,2.997,2.997,2.997,2.997,2.997,2.997,2.997,2.997,2.997,3858.191525,3878.545212,3864.197531,3857.190524,3871.538205,3948.615282,3991.658325,4009.009009,4026.026026,4086.419753,4147.814481,4209.876543
E05000459,9357,9443,9470,9489,9513,9593,9741,9820,9895,9974,10040,10101,1.151,1.151,1.151,1.151,1.151,1.151,1.151,1.151,1.151,1.151,1.151,1.151,8129.45265,8204.170287,8227.628149,8244.135534,8264.986968,8334.491746,8463.075586,8531.711555,8596.872285,8665.508254,8722.849696,8775.847089
E05000460,11330,11440,11665,11818,11826,11848,12017,12104,12163,12284,12401,12501,1.143,1.143,1.143,1.143,1.143,1.143,1.143,1.143,1.143,1.143,1.143,1.143,9912.510936,10008.74891,10205.5993,10339.45757,10346.45669,10365.70429,10513.5608,10589.67629,10641.29484,10747.15661,10849.51881,10937.00787
E05000461,9888,9951,9937,9911,9935,9902,10023,10069,10110,10172,10222,10262,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,11185.52036,11256.78733,11240.95023,11211.53846,11238.68778,11201.35747,11338.23529,11390.27149,11436.65158,11506.78733,11563.34842,11608.59729
E05000462,9047,9137,9166,9181,9218,9219,9323,9378,9422,9440,9441,9433,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,7641.047297,7717.060811,7741.554054,7754.222973,7785.472973,7786.317568,7874.155405,7920.608108,7957.77027,7972.972973,7973.817568,7967.060811
E05000463,10359,10423,10575,10555,10884,10857,11058,11181,11291,11536,11788,12017,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,8778.813559,8833.050847,8961.864407,8944.915254,9223.728814,9200.847458,9371.186441,9475.423729,9568.644068,9776.271186,9989.830508,10183.89831
E05000464,10097,10216,10463,10582,10589,10627,10744,10800,10830,10844,10841,10829,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,1.481,6817.690749,6898.041864,7064.821067,7145.172181,7149.898717,7175.557056,7254.557731,7292.37002,7312.626604,7322.079676,7320.054018,7311.951384
E05000465,9152,9101,9070,9012,9011,9014,9057,9058,9036,8993,8946,8904,1.808,1.808,1.808,1.808,1.808,1.808,1.808,1.808,1.808,1.808,1.808,1.808,5061.946903,5033.738938,5016.59292,4984.513274,4983.960177,4985.619469,5009.402655,5009.955752,4997.787611,4974.004425,4948.00885,4924.778761
E05000466,9549,9548,9572,9553,9538,9501,9582,9619,9635,9984,10344,10699,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,5255.365988,5254.81563,5268.024216,5257.567419,5249.312053,5228.948817,5273.527793,5293.891029,5302.696753,5494.771602,5692.900385,5888.27738
E05000467,10364,10424,10579,10778,10799,10710,10805,10797,10814,10783,10745,10706,2.159,2.159,2.159,2.159,2.159,2.159,2.159,2.159,2.159,2.159,2.159,2.159,4800.370542,4828.161186,4899.953682,4992.125984,5001.85271,4960.629921,5004.631774,5000.926355,5008.800371,4994.441871,4976.84113,4958.777212
E05000468,10039,10054,10051,10013,9990,9975,10057,10070,10090,10410,10725,11033,1.838,1.838,1.838,1.838,1.838,1.838,1.838,1.838,1.838,1.838,1.838,1.838,5461.915125,5470.07617,5468.443961,5447.769314,5435.255713,5427.094668,5471.708379,5478.781284,5489.662677,5663.764962,5835.146899,6002.720348
E05000469,9818,9905,9947,9963,10025,10035,10149,10204,10259,10299,10321,10334,1.853,1.853,1.853,1.853,1.853,1.853,1.853,1.853,1.853,1.853,1.853,1.853,5298.43497,5345.385861,5368.051808,5376.686454,5410.14571,5415.542364,5477.06422,5506.745818,5536.427415,5558.014031,5569.88667,5576.902321
E05000470,10490,10717,10768,10865,11006,10965,11066,11093,11127,11273,11434,11582,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,1.842,5694.896851,5818.132465,5845.819761,5898.479913,5975.027144,5952.76873,6007.600434,6022.258415,6040.716612,6119.978284,6207.383279,6287.730727
E05000471,9889,9999,10018,9980,10020,10033,10159,10211,10256,10296,10328,10348,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,1.074,9207.635009,9310.055866,9327.746741,9292.364991,9329.608939,9341.713222,9459.031657,9507.44879,9549.348231,9586.592179,9616.387337,9635.009311
E05000472,8549,8550,8524,8476,8481,8442,8510,8569,8609,8594,8565,8538,6.218,6.218,6.218,6.218,6.218,6.218,6.218,6.218,6.218,6.218,6.218,6.218,1374.879382,1375.040206,1370.858797,1363.139273,1363.94339,1357.671277,1368.607269,1378.095851,1384.528787,1382.116436,1377.452557,1373.110325
E05000473,9941,10320,10439,10450,10611,10655,10775,10833,10872,10956,11022,11084,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,1.951,5095.335725,5289.595079,5350.589441,5356.227576,5438.749359,5461.301896,5522.808816,5552.53716,5572.526909,5615.581753,5649.410559,5681.189134
E05000474,11292,11380,11382,11406,11512,11682,11834,11907,11982,12359,12729,13102,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,4909.565217,4947.826087,4948.695652,4959.130435,5005.217391,5079.130435,5145.217391,5176.956522,5209.565217,5373.478261,5534.347826,5696.521739
E05000475,15329,15348,15365,15408,15576,15960,15990,16047,16115,16785,17439,18047,6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256,2450.287724,2453.324808,2456.042199,2462.915601,2489.769821,2551.150895,2555.946292,2565.057545,2575.92711,2683.024297,2787.563939,2884.750639
E05000476,16186,16305,16492,16623,16842,17080,17400,17723,18061,18397,18677,18963,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,17670.30568,17800.21834,18004.36681,18147.37991,18386.46288,18646.28821,18995.63319,19348.25328,19717.24891,20084.06114,20389.73799,20701.96507
E05000477,14990,15336,16143,16278,16500,17439,17737,18051,18360,18971,19557,20128,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,5941.339675,6078.478002,6398.335315,6451.843044,6539.833532,6912.009512,7030.12287,7154.577883,7277.05113,7519.223147,7751.486326,7977.804201
E05000478,16202,16240,16610,16663,17310,17508,18725,20037,21377,22138,22822,23477,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,1.817,8916.895982,8937.809576,9141.441937,9170.610897,9526.69235,9635.663181,10305.44854,11027.51789,11764.99725,12183.81948,12560.26417,12920.74849
E05000479,13584,13717,13818,13928,14140,14252,14265,14282,14336,14267,14194,14143,2.063,2.063,2.063,2.063,2.063,2.063,2.063,2.063,2.063,2.063,2.063,2.063,6584.585555,6649.054775,6698.012603,6751.33301,6854.095977,6908.385846,6914.687349,6922.927775,6949.103248,6915.65681,6880.271449,6855.55017
E05000480,16123,16260,16382,16541,16798,17133,17157,17243,17331,17257,17147,17039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,15517.80558,15649.66314,15767.08373,15920.1155,16167.46872,16489.89413,16512.99326,16595.76516,16680.46198,16609.23965,16503.36862,16399.42252
E05000481,14035,14115,14156,14219,14406,14585,14554,14585,14625,14442,14241,14074,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,0.904,15525.44248,15613.93805,15659.29204,15728.9823,15935.84071,16133.84956,16099.55752,16133.84956,16178.09735,15975.66372,15753.31858,15568.58407
E05000482,15779,15925,16068,16177,16352,16545,16539,16577,16645,16449,16250,16062,1.812,1.812,1.812,1.812,1.812,1.812,1.812,1.812,1.812,1.812,1.812,1.812,8708.057395,8788.631347,8867.549669,8927.704194,9024.282561,9130.794702,9127.483444,9148.454746,9185.98234,9077.81457,8967.99117,8864.238411
E05000483,16455,16523,16516,16566,16743,16955,16976,17023,17081,16847,16619,16388,1.246,1.246,1.246,1.246,1.246,1.246,1.246,1.246,1.246,1.246,1.246,1.246,13206.26003,13260.83467,13255.21669,13295.3451,13437.39968,13607.54414,13624.39807,13662.11878,13708.66774,13520.86677,13337.88122,13152.48796
E05000484,17579,17672,17822,17926,18237,18679,18808,18947,19131,18952,18731,18488,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,14747.48322,14825.50336,14951.34228,15038.5906,15299.49664,15670.30201,15778.52349,15895.13423,16049.49664,15899.32886,15713.92617,15510.06711
E05000485,16086,16298,16516,16706,16981,17307,17381,17549,17704,17576,17406,17217,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,21650.06729,21935.39704,22228.80215,22484.52221,22854.64334,23293.40511,23393.00135,23619.11171,23827.72544,23655.45087,23426.64872,23172.27456
E05000486,15300,15455,15603,15726,16077,16365,16443,16548,16710,16563,16415,16236,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,19006.21118,19198.75776,19382.6087,19535.403730000002,19971.42857,20329.19255,20426.08696,20556.52174,20757.76398,20575.15528,20391.30435,20168.9441
E05000487,16853,17113,17254,17437,17692,17959,18032,18086,18180,17937,17668,17406,1.899,1.899,1.899,1.899,1.899,1.899,1.899,1.899,1.899,1.899,1.899,1.899,8874.670879,9011.585045,9085.83465,9182.201159,9316.482359,9457.082675,9495.52396,9523.959979,9573.459716,9445.49763,9303.844128,9165.876777
E05000488,15519,15603,15655,15741,15917,16091,16095,16154,16216,15982,15752,15527,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,11495.55556,11557.77778,11596.2963,11660,11790.37037,11919.25926,11922.22222,11965.92593,12011.85185,11838.51852,11668.14815,11501.48148
