WardCode,Year2020_Arson,Year2020_Criminal Damage,Year2020_Burglary Business and Community,Year2020_Domestic Burglary,Year2020_Drug Trafficking,Year2020_Possession of Drugs,Year2020_Dangerous Driving,Year2020_Obscene Publications,Year2020_Other Forgery,Year2020_Other Notifiable Offences,Year2020_Perverting Course of Justice,Year2020_Possession of False Documents,Year2020_Profitting From or Concealing Proceeds of Crime,Year2020_Threat or Possession With Intent to Commit Crimina,Year2020_Possession of Article with Blade or Point,Year2020_Possession of Firearm with Intent,Year2020_Possession of Firearms Offences,Year2020_Possession of Other Weapon,"Year2020_Other Offences Against the State, or Public Order",Year2020_Public Fear Alarm or Distress,"Year2020_Racially or Religiously Aggravated Public Fear, Al",Year2020_Robbery of Business Property,Year2020_Robbery of Personal Property,Year2020_Other Sexual Offences,Year2020_Rape,Year2020_Bicycle Theft,Year2020_Other Theft,Year2020_Shoplifting,Year2020_Theft from Person,Year2020_Aggravated Vehicle Taking,Year2020_Interfering with a Motor Vehicle,Year2020_Theft from a Motor Vehicle,Year2020_Theft or Taking of a Motor Vehicle,Year2020_Violence with Injury,Year2020_Violence without Injury,Year2020_Bigamy,"Year2020_Disclosure, Obstruction, False or Misleading State",Year2020_Absconding from Lawful Custody,Year2020_Bail Offences,Year2020_Perjury,Year2020_Soliciting for Prostitution,Year2021_Arson,Year2021_Criminal Damage,Year2021_Burglary Business and Community,Year2021_Domestic Burglary,Year2021_Drug Trafficking,Year2021_Possession of Drugs,Year2021_Dangerous Driving,Year2021_Obscene Publications,Year2021_Other Forgery,Year2021_Other Notifiable Offences,Year2021_Perverting Course of Justice,Year2021_Possession of False Documents,Year2021_Profitting From or Concealing Proceeds of Crime,Year2021_Threat or Possession With Intent to Commit Crimina,Year2021_Possession of Article with Blade or Point,Year2021_Possession of Firearm with Intent,Year2021_Possession of Firearms Offences,Year2021_Possession of Other Weapon,"Year2021_Other Offences Against the State, or Public Order",Year2021_Public Fear Alarm or Distress,"Year2021_Racially or Religiously Aggravated Public Fear, Al",Year2021_Robbery of Business Property,Year2021_Robbery of Personal Property,Year2021_Other Sexual Offences,Year2021_Rape,Year2021_Bicycle Theft,Year2021_Other Theft,Year2021_Shoplifting,Year2021_Theft from Person,Year2021_Aggravated Vehicle Taking,Year2021_Interfering with a Motor Vehicle,Year2021_Theft from a Motor Vehicle,Year2021_Theft or Taking of a Motor Vehicle,Year2021_Violence with Injury,Year2021_Violence without Injury,Year2021_Bigamy,"Year2021_Disclosure, Obstruction, False or Misleading State",Year2021_Absconding from Lawful Custody,Year2021_Bail Offences,Year2021_Perjury,Year2021_Soliciting for Prostitution,Year2022_Arson,Year2022_Criminal Damage,Year2022_Burglary Business and Community,Year2022_Domestic Burglary,Year2022_Drug Trafficking,Year2022_Possession of Drugs,Year2022_Dangerous Driving,Year2022_Obscene Publications,Year2022_Other Forgery,Year2022_Other Notifiable Offences,Year2022_Perverting Course of Justice,Year2022_Possession of False Documents,Year2022_Profitting From or Concealing Proceeds of Crime,Year2022_Threat or Possession With Intent to Commit Crimina,Year2022_Possession of Article with Blade or Point,Year2022_Possession of Firearm with Intent,Year2022_Possession of Firearms Offences,Year2022_Possession of Other Weapon,"Year2022_Other Offences Against the State, or Public Order",Year2022_Public Fear Alarm or Distress,"Year2022_Racially or Religiously Aggravated Public Fear, Al",Year2022_Robbery of Business Property,Year2022_Robbery of Personal Property,Year2022_Other Sexual Offences,Year2022_Rape,Year2022_Bicycle Theft,Year2022_Other Theft,Year2022_Shoplifting,Year2022_Theft from Person,Year2022_Aggravated Vehicle Taking,Year2022_Interfering with a Motor Vehicle,Year2022_Theft from a Motor Vehicle,Year2022_Theft or Taking of a Motor Vehicle,Year2022_Violence with Injury,Year2022_Violence without Injury,Year2022_Bigamy,"Year2022_Disclosure, Obstruction, False or Misleading State",Year2022_Absconding from Lawful Custody,Year2022_Bail Offences,Year2022_Perjury,Year2022_Soliciting for Prostitution
E05000175,3,89,60,97,12,103,2,7,1,11,0,1,5,6,5,0,0,7,10,79,13,6,46,14,17,41,199,62,25,4,23,228,98,152,339,NA,NA,NA,NA,NA,NA,4,175,58,116,8,107,0,12,3,5,1,1,2,6,7,1,1,8,18,162,33,5,46,24,20,64,287,53,30,3,56,340,144,184,438,NA,NA,NA,NA,NA,NA,1,35,28,21,5,31,1,2,0,2,0,0,0,5,1,0,1,1,6,37,7,2,15,6,6,15,74,13,8,0,9,89,21,50,122,NA,NA,NA,NA,NA,NA
E05000176,1,62,14,62,14,63,1,5,NA,0,1,NA,3,6,9,NA,2,4,8,37,13,3,19,9,9,41,77,132,13,1,7,63,24,83,183,NA,NA,0,NA,NA,NA,1,91,29,63,8,44,0,7,NA,2,0,NA,0,7,4,NA,1,5,9,67,17,1,24,17,13,31,101,98,19,0,18,120,34,104,260,NA,NA,1,NA,NA,NA,0,34,3,14,5,16,0,0,NA,0,0,NA,2,0,1,NA,0,0,5,19,0,2,6,6,4,3,22,17,5,0,5,41,9,24,76,NA,NA,0,NA,NA,NA
E05000177,6,101,15,49,18,114,1,11,0,3,1,1,3,6,3,0,1,8,12,88,20,6,51,13,13,21,99,37,19,4,21,92,43,115,298,NA,NA,NA,NA,NA,NA,1,105,26,56,20,83,0,11,1,2,2,0,2,3,3,0,1,2,13,90,19,4,38,22,10,8,163,40,17,2,21,137,41,191,413,NA,NA,NA,NA,NA,NA,0,42,5,15,6,14,0,0,0,0,1,0,0,1,3,1,0,1,2,21,7,1,6,8,3,1,29,4,6,1,4,28,12,42,107,NA,NA,NA,NA,NA,NA
E05000178,3,40,21,74,3,43,0,3,0,7,1,NA,2,5,5,NA,NA,5,6,42,15,1,16,10,10,14,86,40,6,1,17,73,29,64,142,NA,NA,NA,NA,NA,NA,1,81,31,43,3,59,1,5,1,2,0,NA,2,7,3,NA,NA,0,7,53,17,3,19,19,12,7,105,47,16,0,24,110,40,73,207,NA,NA,NA,NA,NA,NA,0,10,5,13,4,17,0,2,0,0,0,NA,0,0,0,NA,NA,0,0,16,1,0,1,6,3,0,26,12,5,0,1,31,7,22,46,NA,NA,NA,NA,NA,NA
E05000179,1,61,16,69,11,39,1,2,NA,3,0,NA,2,2,3,NA,2,2,1,34,13,0,18,11,6,12,49,5,6,0,33,180,33,73,137,NA,NA,NA,0,NA,NA,1,85,18,79,11,44,0,7,NA,1,1,NA,1,1,2,NA,0,2,9,48,10,2,25,18,9,16,66,11,15,1,45,294,63,112,182,NA,NA,NA,0,NA,NA,0,17,2,24,3,7,0,1,NA,0,0,NA,1,0,1,NA,0,1,1,16,2,0,4,3,1,2,20,3,3,1,16,101,9,24,47,NA,NA,NA,1,NA,NA
E05000180,1,44,3,47,4,29,NA,4,NA,2,1,NA,NA,1,2,1,0,7,3,37,5,1,17,6,8,10,38,10,9,NA,10,52,24,61,133,NA,NA,NA,NA,NA,NA,2,51,12,41,3,38,NA,10,NA,2,2,NA,NA,2,2,1,1,4,10,33,13,0,16,26,10,6,60,12,3,NA,17,69,27,90,232,NA,NA,NA,NA,NA,NA,0,13,2,15,5,12,NA,2,NA,0,0,NA,NA,0,0,0,0,0,0,18,5,0,2,7,1,1,15,1,0,NA,0,16,8,18,44,NA,NA,NA,NA,NA,NA
E05000181,0,52,1,28,2,56,NA,5,0,1,0,NA,1,1,2,0,NA,0,3,18,12,2,11,7,4,3,29,2,2,1,14,62,20,68,178,NA,NA,NA,NA,NA,NA,3,34,12,44,6,61,NA,4,2,4,2,NA,3,4,2,1,NA,2,4,27,18,1,12,20,10,2,53,4,5,1,9,68,27,76,187,NA,NA,NA,NA,NA,NA,0,11,3,15,2,13,NA,1,0,0,0,NA,0,0,0,1,NA,0,1,10,4,0,2,2,5,0,13,2,3,0,4,16,14,21,49,NA,NA,NA,NA,NA,NA
E05000183,3,50,9,41,12,37,0,1,0,3,NA,NA,0,1,2,1,1,2,7,14,1,2,15,15,8,6,28,10,4,1,11,39,31,51,126,NA,NA,NA,NA,NA,NA,2,73,18,38,8,49,0,0,0,0,NA,NA,1,4,1,0,1,0,8,31,6,0,8,14,5,1,59,15,2,0,13,97,26,79,197,NA,NA,NA,NA,NA,NA,0,10,3,7,3,13,1,2,1,1,NA,NA,0,1,1,0,0,0,2,4,1,0,3,3,1,1,11,4,0,0,3,5,8,21,47,NA,NA,NA,NA,NA,NA
E05000182,2,41,12,21,1,23,NA,2,0,1,1,0,0,0,4,NA,NA,1,7,19,4,2,10,5,1,17,37,3,4,1,25,59,24,26,83,1,NA,NA,NA,NA,NA,2,60,10,52,3,18,NA,3,1,1,1,1,1,2,2,NA,NA,3,8,27,10,1,10,18,5,24,41,10,8,0,16,85,17,37,127,0,NA,NA,NA,NA,NA,0,10,2,7,1,2,NA,0,0,0,0,0,0,0,2,NA,NA,0,0,13,5,1,8,4,2,1,17,2,7,0,5,25,10,8,26,0,NA,NA,NA,NA,NA
E05000184,2,56,8,49,11,106,2,5,0,1,1,NA,2,4,7,0,2,4,7,42,8,2,21,11,9,14,52,16,8,2,12,79,29,93,223,NA,NA,NA,NA,NA,NA,6,74,30,40,12,72,1,4,3,1,1,NA,2,6,6,1,0,5,8,67,9,1,22,22,13,17,111,13,17,0,18,109,46,120,299,NA,NA,NA,NA,NA,NA,0,16,0,11,2,6,1,2,0,1,0,NA,0,2,0,0,0,1,3,20,8,1,5,3,2,1,28,7,6,0,5,24,4,26,58,NA,NA,NA,NA,NA,NA
E05000185,5,79,13,54,11,119,1,3,1,1,0,NA,1,5,10,4,1,3,9,68,27,3,24,11,10,14,104,48,10,1,23,72,32,99,245,NA,NA,NA,NA,NA,NA,8,83,19,47,15,77,1,7,0,4,1,NA,3,4,6,0,2,3,17,74,24,5,18,19,13,8,146,42,13,2,14,102,58,143,317,NA,NA,NA,NA,NA,NA,0,22,3,15,0,8,0,1,0,0,0,NA,0,1,2,0,0,1,2,12,3,0,4,0,3,1,25,3,1,3,4,22,11,22,77,NA,NA,NA,NA,NA,NA
E05000186,2,97,10,58,12,107,NA,2,0,2,4,NA,2,3,2,NA,0,5,14,150,40,0,34,28,9,23,66,12,11,2,18,81,24,180,389,NA,NA,0,1,NA,NA,6,102,30,58,7,116,NA,4,1,6,3,NA,3,7,4,NA,1,3,19,117,75,2,22,39,12,10,107,8,10,0,13,100,38,196,495,NA,NA,2,3,NA,NA,1,21,7,16,1,15,NA,3,0,0,1,NA,0,1,0,NA,0,1,5,27,10,0,2,2,9,2,34,6,7,1,3,28,4,60,107,NA,NA,0,0,NA,NA
E05000187,2,51,9,56,6,37,0,5,0,1,1,1,0,6,4,NA,1,3,13,50,14,2,14,10,3,35,83,31,4,0,22,111,41,86,166,NA,NA,NA,NA,NA,NA,0,79,10,44,13,71,2,8,1,3,3,2,3,4,3,NA,0,2,15,76,11,0,17,23,7,25,101,55,10,3,32,168,54,95,277,NA,NA,NA,NA,NA,NA,0,25,3,11,5,8,0,3,0,0,0,1,0,0,3,NA,0,1,4,14,5,1,2,5,4,3,17,26,2,2,6,29,15,23,68,NA,NA,NA,NA,NA,NA
E05000188,2,74,15,85,12,93,NA,9,0,7,1,NA,2,0,5,0,1,3,11,49,31,1,21,15,11,42,162,26,18,1,26,140,36,100,219,NA,NA,NA,1,NA,NA,1,88,21,113,6,75,NA,6,1,1,0,NA,0,4,6,0,0,5,14,86,28,1,27,21,12,39,241,22,18,1,27,132,29,139,338,NA,NA,NA,0,NA,NA,0,41,4,18,2,27,NA,1,1,0,1,NA,1,0,1,1,0,2,7,24,7,1,7,11,4,9,51,5,2,0,3,29,5,32,79,NA,NA,NA,0,NA,NA
E05000189,6,73,21,25,6,139,1,9,2,1,2,0,5,3,3,0,0,7,8,76,13,2,43,19,10,20,125,47,41,1,15,63,16,141,270,NA,NA,NA,NA,NA,NA,1,103,56,36,14,99,2,16,3,2,1,1,0,5,7,1,2,5,21,121,38,6,64,35,14,29,208,86,64,2,8,71,25,205,439,NA,NA,NA,NA,NA,NA,0,33,16,15,4,30,0,3,0,2,0,0,1,1,0,0,0,0,1,29,4,2,10,3,5,6,57,40,31,0,3,71,9,38,94,NA,NA,NA,NA,NA,NA
E05000190,2,76,4,26,8,59,NA,8,0,NA,4,0,2,3,3,NA,NA,1,4,43,21,1,23,17,10,11,68,12,7,2,13,73,18,117,264,NA,NA,NA,NA,NA,NA,2,60,54,33,7,68,NA,4,1,NA,1,1,1,3,3,NA,NA,4,7,54,17,3,28,23,21,8,93,8,9,1,19,104,25,164,361,NA,NA,NA,NA,NA,NA,1,29,3,23,8,19,NA,0,0,NA,0,0,0,0,0,NA,NA,1,3,11,1,1,9,11,1,4,28,3,3,0,1,39,10,47,101,NA,NA,NA,NA,NA,NA
E05000191,2,40,2,58,4,37,1,4,NA,0,NA,NA,1,2,0,NA,0,1,1,29,8,2,26,6,1,43,60,9,4,1,15,87,33,44,122,NA,NA,NA,NA,NA,NA,0,47,14,65,2,28,0,0,NA,1,NA,NA,0,3,1,NA,1,1,6,36,13,1,8,15,2,31,82,15,4,0,18,139,53,59,181,NA,NA,NA,NA,NA,NA,0,8,1,12,0,9,0,1,NA,1,NA,NA,0,0,0,NA,0,0,2,11,2,0,3,5,0,7,23,2,1,0,6,20,9,8,37,NA,NA,NA,NA,NA,NA
E05000192,3,50,12,37,10,62,NA,2,0,2,NA,0,1,2,2,0,0,3,10,50,12,2,26,10,8,29,76,28,13,2,16,103,27,61,121,NA,NA,NA,NA,NA,NA,0,79,28,43,5,28,NA,4,2,1,NA,1,0,3,0,0,1,0,10,75,18,1,47,18,6,22,83,68,18,1,18,148,23,73,231,NA,NA,NA,NA,NA,NA,0,21,5,6,5,3,NA,0,0,0,NA,0,0,1,2,1,0,0,2,15,4,1,8,3,6,5,25,23,9,0,6,37,4,21,58,NA,NA,NA,NA,NA,NA
E05000193,2,61,1,52,7,22,NA,2,1,0,0,0,2,4,2,0,1,2,4,42,7,NA,17,13,1,12,49,5,14,4,14,108,46,69,171,NA,NA,NA,NA,NA,NA,1,72,19,65,7,33,NA,1,0,1,4,1,1,1,6,1,0,1,6,51,18,NA,17,11,13,4,51,3,12,0,14,108,76,69,205,NA,NA,NA,NA,NA,NA,0,23,0,11,1,5,NA,1,0,0,0,0,0,1,0,0,0,1,0,6,1,NA,13,5,1,0,12,0,5,0,1,17,7,15,43,NA,NA,NA,NA,NA,NA
E05000194,0,44,15,67,6,19,NA,2,0,0,1,NA,NA,3,1,1,NA,2,1,35,8,1,6,11,4,7,52,12,4,2,47,116,42,46,124,0,NA,NA,NA,NA,NA,3,46,19,58,3,20,NA,0,2,2,1,NA,NA,5,1,0,NA,2,6,51,13,5,23,10,13,7,92,14,17,1,34,149,67,63,157,1,NA,NA,NA,NA,NA,0,22,16,13,0,3,NA,4,0,0,1,NA,NA,0,3,0,NA,0,0,7,3,2,4,1,3,0,11,10,3,0,10,31,15,9,46,0,NA,NA,NA,NA,NA
E05000195,3,64,10,22,5,51,1,3,1,1,1,1,1,3,3,0,2,3,9,41,12,3,13,12,7,3,68,34,9,2,23,81,33,64,202,NA,NA,NA,NA,NA,NA,8,106,33,78,5,53,1,4,0,4,2,0,4,3,1,1,0,4,14,68,13,4,14,14,15,3,66,44,10,4,14,102,55,116,309,NA,NA,NA,NA,NA,NA,2,24,12,19,4,9,0,1,0,1,0,0,0,1,2,0,0,0,6,24,3,0,8,4,5,0,20,1,1,0,7,36,25,23,71,NA,NA,NA,NA,NA,NA
E05000196,NA,42,22,56,4,5,0,1,0,1,NA,NA,2,5,1,NA,NA,1,4,40,14,6,21,7,5,0,53,74,5,0,24,105,28,52,140,NA,NA,NA,NA,NA,NA,NA,48,36,81,6,7,1,2,2,0,NA,NA,0,2,2,NA,NA,0,1,39,9,6,24,15,9,2,75,79,13,0,23,135,74,64,155,NA,NA,NA,NA,NA,NA,NA,15,12,20,1,5,0,1,0,0,NA,NA,0,0,0,NA,NA,1,1,11,5,1,2,2,3,2,23,14,2,1,5,19,34,21,42,NA,NA,NA,NA,NA,NA
E05000197,3,127,37,91,10,223,NA,7,2,3,2,NA,1,12,14,1,1,6,12,98,20,7,55,21,15,40,178,92,80,NA,43,191,66,201,366,NA,NA,NA,NA,NA,0,4,175,49,90,12,115,NA,6,1,2,1,NA,0,7,9,0,3,11,26,123,31,2,103,47,27,24,255,82,150,NA,63,246,119,256,516,NA,NA,NA,NA,NA,1,1,58,14,13,3,71,NA,0,0,0,0,NA,0,2,6,0,0,2,5,36,6,5,26,10,7,7,80,40,51,NA,16,59,33,61,121,NA,NA,NA,NA,NA,0
E05000198,9,86,17,65,11,71,0,10,0,5,3,NA,1,10,5,1,2,4,7,52,13,2,64,15,9,9,111,24,14,2,10,74,44,143,332,NA,NA,NA,NA,NA,NA,8,108,23,104,12,46,1,9,1,5,2,NA,5,8,6,1,3,3,19,88,11,1,49,43,25,13,140,22,30,9,40,122,124,148,411,NA,NA,NA,NA,NA,NA,0,24,10,26,4,22,0,0,0,1,1,NA,0,2,3,0,1,2,1,23,4,0,18,6,2,1,52,7,11,0,4,34,43,50,95,NA,NA,NA,NA,NA,NA
E05000199,4,75,9,75,3,45,1,9,NA,0,1,NA,NA,8,3,1,1,1,6,46,15,1,40,17,13,18,87,3,5,1,11,94,52,131,315,NA,NA,NA,NA,0,NA,2,109,15,70,11,38,0,8,NA,3,6,NA,NA,9,1,4,0,4,21,73,18,1,32,17,12,10,127,3,7,2,33,147,82,144,417,NA,NA,NA,NA,1,NA,0,26,5,26,4,9,0,2,NA,0,1,NA,NA,1,1,1,0,0,1,14,6,1,6,3,3,5,29,0,6,1,7,40,32,29,107,NA,NA,NA,NA,0,NA
E05000200,0,28,17,63,3,9,1,3,1,NA,NA,NA,1,1,3,2,NA,2,5,22,8,0,23,11,7,13,104,55,79,NA,39,102,39,35,86,NA,NA,NA,NA,NA,NA,1,54,18,56,4,25,1,1,0,NA,NA,NA,0,1,0,0,NA,3,4,38,10,3,42,11,3,10,140,134,106,NA,12,101,81,66,183,NA,NA,NA,NA,NA,NA,0,8,10,11,0,9,0,1,0,NA,NA,NA,0,0,2,0,NA,0,0,14,4,1,19,4,4,0,34,36,38,NA,8,19,14,21,42,NA,NA,NA,NA,NA,NA
E05000201,3,51,8,54,8,46,0,5,1,2,3,NA,0,3,4,NA,NA,1,8,33,10,1,33,26,11,4,50,2,10,3,23,128,36,113,257,NA,NA,1,NA,NA,NA,3,88,12,65,11,57,2,10,1,3,1,NA,2,3,5,NA,NA,4,9,58,15,0,51,34,19,4,88,2,21,1,41,150,97,144,337,NA,NA,1,NA,NA,NA,0,13,1,27,5,27,0,2,1,1,1,NA,0,3,1,NA,NA,3,4,10,2,0,6,9,3,0,26,1,11,0,4,27,21,43,93,NA,NA,0,NA,NA,NA
E05000202,7,47,4,59,0,10,NA,5,NA,0,NA,NA,NA,1,1,NA,NA,1,7,23,12,0,8,10,7,2,64,4,5,NA,23,87,24,78,189,NA,NA,3,NA,NA,NA,4,71,14,43,3,10,NA,8,NA,2,NA,NA,NA,1,1,NA,NA,2,3,40,4,1,7,30,10,1,76,2,7,NA,18,80,56,137,249,NA,NA,6,NA,NA,NA,1,19,2,17,0,1,NA,2,NA,0,NA,NA,NA,0,1,NA,NA,0,1,9,7,0,3,6,3,0,27,4,2,NA,6,8,17,31,79,NA,NA,2,NA,NA,NA
E05000203,2,50,12,58,9,63,0,6,0,3,1,0,1,4,3,NA,1,4,4,29,9,0,9,11,18,7,47,4,7,1,26,131,42,88,224,NA,NA,NA,NA,NA,NA,7,65,18,100,10,46,0,14,1,6,1,1,0,3,3,NA,1,6,4,40,9,1,31,20,19,8,118,6,17,2,30,165,70,94,285,NA,NA,NA,NA,NA,NA,0,17,4,24,6,35,1,1,0,0,0,0,0,1,0,NA,0,2,1,13,5,0,5,4,2,2,27,2,7,0,6,25,14,37,79,NA,NA,NA,NA,NA,NA
E05000204,3,68,14,71,14,79,1,7,0,3,0,NA,1,2,1,NA,4,6,10,34,16,1,20,22,16,8,69,3,16,4,32,122,62,110,254,0,NA,NA,NA,NA,NA,2,97,5,91,15,65,0,7,2,3,2,NA,0,5,9,NA,0,2,7,81,9,5,33,23,19,11,110,6,21,6,30,178,71,143,391,1,NA,NA,NA,NA,NA,0,23,1,17,9,40,0,2,1,0,0,NA,0,2,1,NA,0,3,1,14,2,0,12,4,6,1,34,1,4,1,10,50,18,46,67,0,NA,NA,NA,NA,NA
E05000205,0,53,12,74,5,31,2,1,1,1,1,NA,NA,1,3,0,3,1,4,31,9,6,30,8,9,20,80,32,23,2,26,130,60,70,197,NA,NA,NA,NA,NA,NA,3,81,24,74,8,22,0,0,1,0,1,NA,NA,2,1,0,0,1,4,72,15,10,45,11,6,22,125,84,27,1,57,215,96,92,255,NA,NA,NA,NA,NA,NA,0,21,10,19,2,10,0,2,0,0,0,NA,NA,0,0,1,0,1,0,12,2,6,3,4,2,2,41,30,9,1,1,21,13,26,80,NA,NA,NA,NA,NA,NA
E05000206,7,77,33,48,9,73,3,6,1,2,3,1,2,8,9,0,1,6,13,64,20,3,30,15,15,16,106,49,16,1,28,102,56,168,272,NA,NA,NA,NA,NA,NA,6,105,43,87,17,82,3,6,0,1,1,0,3,6,12,1,1,7,10,97,26,6,55,28,21,18,182,70,37,4,36,179,98,181,431,NA,NA,NA,NA,NA,NA,0,27,9,22,3,34,0,6,0,0,0,0,1,2,1,1,0,1,1,13,3,2,19,5,2,0,56,13,14,1,9,42,25,33,89,NA,NA,NA,NA,NA,NA
E05000207,3,82,19,51,8,59,1,5,1,0,2,1,1,3,7,2,1,5,6,61,33,4,26,19,5,15,94,87,18,2,22,156,48,116,252,NA,NA,NA,NA,NA,NA,5,109,23,79,15,93,1,10,1,2,1,1,1,4,7,0,0,4,10,84,33,3,64,37,23,16,213,93,54,3,20,197,85,156,335,NA,NA,NA,NA,NA,NA,0,36,11,14,2,17,2,4,1,1,0,0,0,1,2,0,0,1,2,22,9,2,17,3,7,3,57,52,11,0,9,40,28,45,136,NA,NA,NA,NA,NA,NA
E05000208,3,56,8,43,5,15,0,1,0,2,0,1,3,2,1,NA,1,0,6,34,9,5,30,10,5,5,43,29,10,0,26,91,35,68,152,NA,NA,NA,NA,NA,NA,1,62,21,71,4,15,1,4,2,0,2,0,1,2,2,NA,0,4,5,46,13,6,35,15,9,4,92,36,14,1,23,94,46,86,171,NA,NA,NA,NA,NA,NA,1,11,5,16,5,9,0,1,0,0,0,0,0,0,0,NA,0,1,1,13,2,1,7,3,2,1,8,16,5,0,2,25,19,23,39,NA,NA,NA,NA,NA,NA
E05000209,1,55,6,42,4,41,1,4,NA,0,1,NA,2,2,2,1,1,2,10,36,2,0,31,14,5,10,59,13,9,0,32,94,50,67,165,NA,NA,NA,NA,NA,NA,4,59,20,97,6,24,2,7,NA,2,1,NA,0,4,2,0,1,3,6,35,8,2,35,12,6,3,76,4,10,3,42,150,69,74,212,NA,NA,NA,NA,NA,NA,0,11,4,13,1,6,0,6,NA,0,0,NA,1,0,1,0,0,2,1,16,2,0,2,4,3,0,17,2,6,6,5,30,28,24,36,NA,NA,NA,NA,NA,NA
E05000210,1,55,16,50,4,18,0,3,1,1,NA,1,1,3,1,0,NA,0,6,43,9,3,21,13,9,7,82,17,29,1,33,122,25,54,150,NA,NA,NA,NA,NA,NA,0,64,21,75,3,38,1,7,0,4,NA,0,0,4,5,1,NA,4,5,63,7,0,30,35,11,11,129,44,48,0,20,115,55,81,234,NA,NA,NA,NA,NA,NA,6,19,7,24,3,8,0,1,0,1,NA,0,0,0,0,0,NA,2,1,22,5,2,15,6,1,1,46,4,4,0,8,21,22,26,64,NA,NA,NA,NA,NA,NA
E05000211,2,75,19,63,8,52,1,3,NA,1,2,0,NA,2,3,0,NA,6,8,48,9,1,37,12,13,5,84,11,11,0,10,66,39,94,223,NA,0,NA,NA,NA,NA,4,90,21,105,10,43,1,9,NA,0,0,2,NA,6,5,0,NA,2,12,64,11,0,25,23,15,7,118,17,17,2,19,104,72,162,344,NA,1,NA,NA,NA,NA,0,19,5,34,6,12,0,0,NA,0,1,0,NA,4,1,1,NA,1,1,17,5,1,8,2,3,1,31,1,1,2,4,33,10,31,100,NA,0,NA,NA,NA,NA
E05000212,4,110,23,79,14,121,2,10,0,2,1,0,2,3,7,NA,2,14,6,113,39,1,75,22,19,17,340,96,53,1,83,371,70,192,402,NA,NA,NA,NA,NA,0,6,182,31,89,7,127,2,7,1,1,1,1,2,3,10,NA,6,3,19,137,36,2,78,30,18,18,496,64,83,1,55,382,122,243,539,NA,NA,NA,NA,NA,27,0,47,20,32,13,32,0,5,0,2,0,0,0,3,4,NA,0,3,4,30,8,3,17,7,8,4,129,13,34,1,32,111,31,70,131,NA,NA,NA,NA,NA,26
E05000213,1,28,13,50,2,21,NA,5,0,1,NA,NA,NA,2,0,NA,NA,0,4,15,9,2,20,13,2,8,57,26,9,1,39,90,39,45,122,NA,NA,NA,NA,NA,NA,0,51,20,61,4,15,NA,3,1,2,NA,NA,NA,1,2,NA,NA,1,6,42,6,3,19,11,6,10,60,74,5,0,27,141,77,70,142,NA,NA,NA,NA,NA,NA,0,12,2,11,0,4,NA,0,0,0,NA,NA,NA,0,2,NA,NA,0,1,6,0,0,0,3,2,1,15,29,2,0,4,17,23,5,36,NA,NA,NA,NA,NA,NA
E05000214,0,110,5,38,10,99,2,7,1,0,0,NA,5,6,6,0,0,9,14,45,17,4,20,15,16,11,87,42,3,2,27,103,44,133,299,NA,NA,NA,NA,NA,NA,4,131,4,46,8,96,1,11,0,0,4,NA,0,7,12,1,1,8,21,102,8,1,31,26,14,8,104,47,7,1,19,118,64,175,377,NA,NA,NA,NA,NA,NA,1,37,3,13,8,17,0,6,0,1,0,NA,1,2,1,0,0,0,2,19,4,3,6,7,4,2,39,7,1,0,3,25,22,52,116,NA,NA,NA,NA,NA,NA
E05000215,0,73,4,35,1,32,NA,4,NA,0,0,NA,0,3,2,NA,NA,3,4,38,7,0,13,6,4,15,87,11,4,3,27,80,40,32,110,NA,NA,NA,NA,NA,NA,1,59,13,73,1,30,NA,2,NA,1,2,NA,0,5,0,NA,NA,2,3,55,12,4,15,26,6,20,106,27,5,1,31,100,59,51,180,NA,NA,NA,NA,NA,NA,0,15,6,6,2,9,NA,0,NA,3,0,NA,1,1,0,NA,NA,0,5,8,3,0,6,4,3,2,34,4,1,1,5,14,15,18,47,NA,NA,NA,NA,NA,NA
E05000216,2,58,5,36,5,29,1,3,2,1,2,3,1,1,4,NA,1,2,13,32,22,1,11,8,9,8,55,16,7,1,28,88,30,76,189,NA,NA,NA,NA,NA,NA,4,103,8,52,6,53,1,7,1,0,1,5,0,4,5,NA,1,1,19,61,14,2,26,20,10,7,74,45,8,2,19,84,52,106,292,NA,NA,NA,NA,NA,NA,0,24,0,12,2,8,0,2,0,0,0,0,0,2,2,NA,0,0,4,11,3,1,3,7,3,1,23,8,1,0,5,19,18,18,54,NA,NA,NA,NA,NA,NA
E05000217,5,70,5,44,4,39,1,2,1,1,NA,NA,NA,2,3,0,NA,0,8,30,16,0,18,6,6,3,57,8,4,NA,31,50,47,71,171,NA,NA,NA,NA,NA,NA,2,64,10,54,1,24,1,3,0,3,NA,NA,NA,4,3,3,NA,2,10,54,14,1,11,8,13,3,86,7,3,NA,17,74,41,59,242,NA,NA,NA,NA,NA,NA,0,16,0,9,3,10,0,0,0,0,NA,NA,NA,3,0,0,NA,1,0,13,0,0,2,5,3,0,24,1,4,NA,2,15,9,11,53,NA,NA,NA,NA,NA,NA
