WardCode,Year2020_Arson,Year2020_Criminal Damage,Year2020_Burglary Business and Community,Year2020_Domestic Burglary,Year2020_Drug Trafficking,Year2020_Possession of Drugs,Year2020_Dangerous Driving,Year2020_Obscene Publications,Year2020_Other Forgery,Year2020_Other Notifiable Offences,Year2020_Perverting Course of Justice,Year2020_Possession of False Documents,Year2020_Profitting From or Concealing Proceeds of Crime,Year2020_Threat or Possession With Intent to Commit Crimina,Year2020_Possession of Article with Blade or Point,Year2020_Possession of Firearm with Intent,Year2020_Possession of Firearms Offences,Year2020_Possession of Other Weapon,"Year2020_Other Offences Against the State, or Public Order",Year2020_Public Fear Alarm or Distress,"Year2020_Racially or Religiously Aggravated Public Fear, Al",Year2020_Robbery of Business Property,Year2020_Robbery of Personal Property,Year2020_Other Sexual Offences,Year2020_Rape,Year2020_Bicycle Theft,Year2020_Other Theft,Year2020_Shoplifting,Year2020_Theft from Person,Year2020_Aggravated Vehicle Taking,Year2020_Interfering with a Motor Vehicle,Year2020_Theft from a Motor Vehicle,Year2020_Theft or Taking of a Motor Vehicle,Year2020_Violence with Injury,Year2020_Violence without Injury,Year2020_Bigamy,"Year2020_Disclosure, Obstruction, False or Misleading State",Year2020_Absconding from Lawful Custody,Year2020_Bail Offences,Year2020_Perjury,Year2020_Soliciting for Prostitution,Year2021_Arson,Year2021_Criminal Damage,Year2021_Burglary Business and Community,Year2021_Domestic Burglary,Year2021_Drug Trafficking,Year2021_Possession of Drugs,Year2021_Dangerous Driving,Year2021_Obscene Publications,Year2021_Other Forgery,Year2021_Other Notifiable Offences,Year2021_Perverting Course of Justice,Year2021_Possession of False Documents,Year2021_Profitting From or Concealing Proceeds of Crime,Year2021_Threat or Possession With Intent to Commit Crimina,Year2021_Possession of Article with Blade or Point,Year2021_Possession of Firearm with Intent,Year2021_Possession of Firearms Offences,Year2021_Possession of Other Weapon,"Year2021_Other Offences Against the State, or Public Order",Year2021_Public Fear Alarm or Distress,"Year2021_Racially or Religiously Aggravated Public Fear, Al",Year2021_Robbery of Business Property,Year2021_Robbery of Personal Property,Year2021_Other Sexual Offences,Year2021_Rape,Year2021_Bicycle Theft,Year2021_Other Theft,Year2021_Shoplifting,Year2021_Theft from Person,Year2021_Aggravated Vehicle Taking,Year2021_Interfering with a Motor Vehicle,Year2021_Theft from a Motor Vehicle,Year2021_Theft or Taking of a Motor Vehicle,Year2021_Violence with Injury,Year2021_Violence without Injury,Year2021_Bigamy,"Year2021_Disclosure, Obstruction, False or Misleading State",Year2021_Absconding from Lawful Custody,Year2021_Bail Offences,Year2021_Perjury,Year2021_Soliciting for Prostitution,Year2022_Arson,Year2022_Criminal Damage,Year2022_Burglary Business and Community,Year2022_Domestic Burglary,Year2022_Drug Trafficking,Year2022_Possession of Drugs,Year2022_Dangerous Driving,Year2022_Obscene Publications,Year2022_Other Forgery,Year2022_Other Notifiable Offences,Year2022_Perverting Course of Justice,Year2022_Possession of False Documents,Year2022_Profitting From or Concealing Proceeds of Crime,Year2022_Threat or Possession With Intent to Commit Crimina,Year2022_Possession of Article with Blade or Point,Year2022_Possession of Firearm with Intent,Year2022_Possession of Firearms Offences,Year2022_Possession of Other Weapon,"Year2022_Other Offences Against the State, or Public Order",Year2022_Public Fear Alarm or Distress,"Year2022_Racially or Religiously Aggravated Public Fear, Al",Year2022_Robbery of Business Property,Year2022_Robbery of Personal Property,Year2022_Other Sexual Offences,Year2022_Rape,Year2022_Bicycle Theft,Year2022_Other Theft,Year2022_Shoplifting,Year2022_Theft from Person,Year2022_Aggravated Vehicle Taking,Year2022_Interfering with a Motor Vehicle,Year2022_Theft from a Motor Vehicle,Year2022_Theft or Taking of a Motor Vehicle,Year2022_Violence with Injury,Year2022_Violence without Injury,Year2022_Bigamy,"Year2022_Disclosure, Obstruction, False or Misleading State",Year2022_Absconding from Lawful Custody,Year2022_Bail Offences,Year2022_Perjury,Year2022_Soliciting for Prostitution
E05000334,2,38,4,30,2,31,0,9,0,0,0,NA,1,3,1,NA,NA,2,3,23,3,0,10,7,1,5,27,11,0,0,10,50,24,34,93,NA,NA,NA,NA,NA,NA,2,43,8,33,1,29,0,2,2,1,1,NA,2,2,2,NA,NA,1,6,33,5,1,10,17,5,3,34,6,3,2,18,85,36,57,119,NA,NA,NA,NA,NA,NA,0,10,4,5,1,1,1,3,0,0,0,NA,0,0,1,NA,NA,0,2,11,3,0,2,3,1,0,10,7,0,2,2,14,12,10,35,NA,NA,NA,NA,NA,NA
E05000335,0,18,9,21,2,12,NA,2,0,NA,1,NA,1,3,NA,NA,NA,NA,3,27,7,0,5,2,2,3,24,11,1,2,8,64,7,21,95,NA,NA,NA,NA,NA,NA,2,52,10,29,6,9,NA,5,2,NA,0,NA,2,3,NA,NA,NA,NA,3,39,7,1,4,3,3,0,66,22,6,0,6,55,19,49,124,NA,NA,NA,NA,NA,NA,1,7,8,15,2,3,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,1,7,0,2,0,2,1,0,13,11,3,0,1,16,2,7,24,NA,NA,NA,NA,NA,NA
E05000336,2,38,8,35,2,25,NA,1,0,2,0,1,0,5,2,1,2,1,10,28,8,2,12,7,5,6,36,35,2,0,17,65,16,31,95,NA,NA,NA,NA,NA,NA,1,58,14,55,5,31,NA,2,1,4,1,0,1,2,4,0,0,2,5,44,3,0,10,15,6,8,51,40,7,0,25,91,23,75,160,NA,NA,NA,NA,NA,NA,0,6,2,10,0,5,NA,1,0,0,1,0,0,2,0,0,0,0,2,11,3,2,2,5,2,1,12,11,2,1,5,25,4,14,40,NA,NA,NA,NA,NA,NA
E05000337,0,62,13,60,9,76,1,4,NA,1,1,NA,0,4,9,2,1,1,12,39,11,0,21,10,10,7,86,26,3,1,50,161,37,112,223,NA,NA,NA,NA,NA,NA,2,75,7,45,9,107,0,5,NA,3,1,NA,3,2,4,0,0,6,9,64,19,2,13,23,13,8,113,31,14,1,24,163,57,108,301,NA,NA,NA,NA,NA,NA,0,24,3,18,3,16,0,3,NA,0,0,NA,0,4,3,1,0,1,1,11,4,0,5,7,0,1,19,2,5,1,11,50,6,29,58,NA,NA,NA,NA,NA,NA
E05000338,0,43,11,49,3,67,0,6,0,0,0,NA,1,5,1,NA,2,3,3,31,13,3,13,10,0,8,84,71,7,NA,26,97,28,59,142,NA,NA,NA,NA,NA,NA,1,54,19,22,5,53,0,5,2,3,1,NA,1,3,2,NA,2,3,7,66,7,5,11,15,20,9,129,70,7,NA,29,177,35,78,203,NA,NA,NA,NA,NA,NA,0,9,9,4,3,5,1,0,0,1,0,NA,0,1,0,NA,0,0,2,11,0,0,1,6,0,0,24,27,2,NA,8,37,10,16,40,NA,NA,NA,NA,NA,NA
E05000339,1,86,20,47,16,128,1,9,1,1,1,0,4,10,7,NA,0,6,13,83,21,2,36,14,8,18,131,242,36,1,15,148,37,146,342,NA,0,NA,NA,NA,NA,5,102,19,54,8,198,0,9,3,5,2,1,2,8,3,NA,1,11,17,107,21,5,36,35,12,23,179,178,43,1,25,161,75,170,368,NA,1,NA,NA,NA,NA,0,33,3,12,3,32,1,4,1,1,0,0,2,2,1,NA,0,3,6,27,5,2,5,6,1,1,63,58,15,0,8,27,15,48,59,NA,0,NA,NA,NA,NA
E05000340,3,63,11,67,4,51,NA,3,1,1,1,0,0,3,3,NA,1,3,3,70,26,3,25,16,10,22,72,84,40,0,24,67,23,70,181,NA,NA,1,NA,NA,NA,4,79,21,50,7,55,NA,8,1,0,1,1,2,8,3,NA,0,2,17,81,16,6,38,28,15,27,224,93,165,0,18,141,45,126,272,NA,NA,0,NA,NA,NA,0,20,4,14,3,34,NA,2,0,0,0,0,0,0,0,NA,0,0,4,23,8,1,9,9,4,3,44,52,68,1,7,27,8,53,68,NA,NA,0,NA,NA,NA
E05000341,9,88,10,81,12,91,NA,3,0,2,1,0,2,7,6,1,2,3,9,83,27,3,31,13,10,22,107,62,16,2,27,114,36,148,293,NA,NA,NA,NA,NA,NA,2,107,19,44,17,117,NA,3,1,4,1,1,6,6,7,0,0,7,17,99,17,6,38,26,18,38,192,112,79,1,18,95,49,150,380,NA,NA,NA,NA,NA,NA,4,37,10,14,5,41,NA,1,0,1,0,0,0,3,0,0,0,0,2,26,7,1,10,7,11,3,38,38,33,0,16,27,17,38,118,NA,NA,NA,NA,NA,NA
E05000342,2,108,8,55,7,59,2,6,0,1,1,NA,2,5,2,1,1,1,8,61,17,1,8,12,14,11,81,21,3,1,23,101,29,107,295,NA,NA,NA,NA,NA,NA,5,125,12,67,3,67,0,2,1,2,2,NA,2,10,4,0,1,5,8,81,19,2,23,15,17,8,98,34,8,2,23,73,47,129,322,NA,NA,NA,NA,NA,NA,0,27,2,8,3,7,0,0,0,1,0,NA,0,2,1,0,0,1,4,18,1,0,2,6,8,1,32,9,1,0,3,29,5,29,94,NA,NA,NA,NA,NA,NA
E05000343,2,49,11,31,4,44,1,1,NA,1,0,NA,0,4,1,0,0,2,4,28,7,3,10,9,4,4,49,71,6,1,22,65,10,28,92,NA,NA,NA,NA,NA,NA,3,33,11,33,4,21,0,2,NA,2,1,NA,1,5,1,1,1,1,4,26,9,1,3,11,4,4,84,53,13,0,17,72,9,62,139,NA,NA,NA,NA,NA,NA,0,8,2,8,2,4,0,0,NA,0,0,NA,0,0,0,0,0,0,0,5,0,0,1,6,0,0,18,16,7,0,1,23,4,8,22,NA,NA,NA,NA,NA,NA
E05000344,3,73,9,57,7,93,0,6,NA,2,2,0,0,7,1,NA,1,4,3,53,13,4,17,6,8,9,145,23,8,2,18,86,26,90,220,NA,NA,NA,NA,NA,NA,6,78,21,41,9,57,1,6,NA,1,0,0,2,5,3,NA,0,2,4,57,16,3,16,16,4,7,171,31,9,1,20,119,41,103,280,NA,NA,NA,NA,NA,NA,0,19,5,8,3,4,0,1,NA,1,0,1,0,2,0,NA,1,0,3,11,2,1,7,2,1,2,50,1,1,0,4,28,6,17,55,NA,NA,NA,NA,NA,NA
E05000345,3,69,7,56,7,61,1,7,2,0,0,1,0,9,4,1,NA,1,4,73,13,2,15,17,6,12,96,56,9,3,14,73,49,106,231,1,NA,NA,NA,NA,NA,8,106,22,73,9,65,1,8,1,3,2,0,1,6,8,0,NA,3,18,96,16,3,24,19,14,15,111,68,15,1,11,82,51,166,359,0,NA,NA,NA,NA,NA,2,27,6,11,4,16,0,2,0,0,0,0,1,1,1,0,NA,0,4,19,5,0,10,2,3,3,38,15,3,0,3,19,13,34,114,0,NA,NA,NA,NA,NA
E05000346,7,59,11,40,9,53,NA,6,NA,1,0,0,2,3,4,0,1,6,16,39,14,0,12,14,6,9,64,20,1,2,12,88,34,91,204,NA,NA,NA,NA,NA,NA,5,69,13,56,6,38,NA,5,NA,5,1,1,1,5,1,1,1,1,13,38,10,2,10,15,8,7,75,19,3,0,16,69,27,108,250,NA,NA,NA,NA,NA,NA,1,21,4,8,2,13,NA,3,NA,0,0,0,0,1,0,0,0,0,4,11,1,1,2,7,1,1,17,4,1,0,5,20,9,46,53,NA,NA,NA,NA,NA,NA
E05000347,4,65,22,80,9,46,1,5,1,2,1,NA,0,5,4,1,2,2,7,53,16,3,22,9,13,26,105,16,6,0,15,98,26,102,255,NA,NA,NA,1,NA,NA,3,93,18,105,12,56,0,7,0,1,2,NA,2,6,1,0,1,0,13,75,23,2,24,28,19,57,158,19,6,2,19,138,41,124,376,NA,NA,NA,0,NA,NA,2,26,6,24,3,17,0,1,0,0,0,NA,0,1,0,0,1,0,3,14,5,0,4,3,3,9,29,4,2,1,12,45,7,33,85,NA,NA,NA,0,NA,NA
E05000348,NA,37,17,46,3,32,0,1,1,1,NA,0,NA,3,2,NA,1,0,9,29,10,2,25,8,3,70,71,6,6,NA,7,91,29,32,108,NA,NA,NA,NA,NA,NA,NA,61,26,70,0,30,0,4,0,3,NA,2,NA,2,1,NA,1,1,7,55,17,0,19,18,3,73,107,8,6,NA,20,159,27,53,126,NA,NA,NA,NA,NA,NA,NA,20,9,15,0,8,1,1,0,0,NA,0,NA,1,0,NA,0,1,3,12,1,0,1,4,1,15,29,2,4,NA,5,48,0,15,54,NA,NA,NA,NA,NA,NA
E05000349,1,32,10,92,1,27,NA,0,NA,1,1,NA,0,2,2,NA,1,2,3,30,12,NA,24,17,4,31,66,3,3,1,15,85,31,38,107,NA,0,NA,NA,NA,NA,2,55,5,72,1,14,NA,2,NA,2,0,NA,0,2,0,NA,1,2,3,42,11,NA,10,13,6,52,44,3,5,0,15,90,48,58,132,NA,1,NA,NA,NA,NA,0,9,11,24,2,4,NA,0,NA,0,0,NA,1,0,0,NA,0,0,1,9,2,NA,3,5,6,7,12,3,1,1,1,22,5,7,29,NA,0,NA,NA,NA,NA
E05000350,2,63,9,43,3,54,2,8,NA,1,3,NA,1,3,1,NA,0,0,7,35,14,0,21,11,8,7,68,1,8,1,27,52,44,82,221,NA,NA,NA,NA,NA,NA,4,71,9,33,12,54,0,7,NA,2,2,NA,0,7,7,NA,1,10,14,75,15,1,15,20,18,12,87,4,12,2,21,87,46,132,316,NA,NA,NA,NA,NA,NA,0,14,5,16,0,15,0,1,NA,2,0,NA,0,1,1,NA,0,0,3,20,3,0,3,5,5,3,30,0,3,0,6,24,13,23,72,NA,NA,NA,NA,NA,NA
E05000351,2,65,9,47,7,48,1,8,2,1,2,0,0,4,4,1,1,0,7,36,10,1,16,15,4,5,81,46,8,NA,15,77,29,96,208,NA,1,NA,NA,NA,NA,0,95,15,44,14,63,1,5,1,2,0,1,2,4,4,0,1,4,14,41,17,1,23,22,6,9,131,28,7,NA,19,87,30,107,285,NA,0,NA,NA,NA,NA,1,18,10,10,2,22,1,6,0,1,0,0,0,1,2,0,0,2,2,13,7,0,14,11,3,1,36,9,2,NA,5,22,11,27,77,NA,0,NA,NA,NA,NA
E05000352,3,57,11,32,5,40,1,6,1,1,0,NA,NA,5,1,NA,0,5,7,39,12,5,7,14,11,20,60,73,9,1,15,67,41,141,229,NA,NA,NA,NA,NA,NA,2,93,13,34,7,56,0,10,2,1,2,NA,NA,6,5,NA,1,4,14,72,16,4,15,28,10,22,93,100,19,0,11,60,25,159,374,NA,NA,NA,NA,NA,NA,1,29,2,7,6,13,0,2,1,2,0,NA,NA,1,0,NA,0,2,5,8,5,1,3,5,2,4,29,26,4,1,0,12,13,38,123,NA,NA,NA,NA,NA,NA
E05000353,4,60,12,37,10,36,0,5,0,1,2,NA,0,4,3,NA,2,2,9,34,31,1,13,20,8,10,41,15,1,0,5,52,17,80,233,NA,NA,NA,NA,NA,NA,4,79,13,53,6,33,1,8,1,3,0,NA,2,11,6,NA,1,4,10,74,20,1,17,25,16,12,76,10,8,1,13,75,32,122,304,NA,NA,NA,NA,NA,NA,0,32,5,16,1,12,0,3,0,0,0,NA,0,0,1,NA,0,0,3,13,0,0,6,3,2,6,24,4,3,1,2,21,11,32,91,NA,NA,NA,NA,NA,NA
E05000354,2,78,16,33,5,49,0,4,1,1,3,1,1,9,0,0,1,5,3,42,11,1,16,8,2,22,60,2,8,2,20,77,34,91,184,NA,NA,NA,NA,NA,NA,4,101,17,46,4,57,1,7,0,0,3,0,1,1,3,1,1,2,9,73,12,1,23,18,16,34,94,11,5,2,20,64,41,144,287,NA,NA,NA,NA,NA,NA,1,19,7,13,2,12,0,3,0,0,1,0,0,0,2,0,1,1,2,16,3,0,4,7,1,5,36,3,6,1,4,21,9,37,76,NA,NA,NA,NA,NA,NA
E05000355,1,35,7,42,4,38,NA,4,0,3,NA,NA,3,3,1,NA,0,2,4,37,16,0,13,8,3,7,64,14,14,3,18,56,28,78,201,NA,NA,NA,NA,NA,NA,0,78,20,51,4,51,NA,5,1,1,NA,NA,0,5,1,NA,1,0,4,45,10,0,15,17,9,14,85,14,15,0,9,84,38,101,317,NA,NA,NA,NA,NA,NA,0,17,1,15,4,5,NA,2,1,0,NA,NA,0,0,0,NA,0,1,2,6,4,1,6,2,3,2,29,5,4,0,4,19,5,29,48,NA,NA,NA,NA,NA,NA
E05000356,3,42,6,35,10,40,0,4,0,1,1,0,NA,4,0,NA,1,0,10,25,14,0,13,13,9,5,97,6,7,3,25,68,27,69,172,NA,NA,NA,NA,NA,NA,3,69,14,53,4,49,1,3,1,3,3,2,NA,4,1,NA,0,0,10,40,11,1,13,14,10,7,122,30,7,0,14,75,34,105,269,NA,NA,NA,NA,NA,NA,1,12,4,9,2,13,0,2,0,1,0,0,NA,3,0,NA,0,1,0,9,2,1,2,2,2,0,29,8,2,1,3,17,5,28,57,NA,NA,NA,NA,NA,NA
E05000357,0,63,3,37,6,69,2,6,3,7,2,NA,3,6,3,NA,3,2,6,39,9,0,7,15,4,9,90,50,8,1,20,110,28,103,212,NA,NA,NA,NA,NA,NA,3,71,13,45,8,69,2,3,1,1,1,NA,1,7,3,NA,1,1,8,67,18,3,7,14,9,10,168,55,11,2,22,181,48,110,267,NA,NA,NA,NA,NA,NA,0,19,4,14,6,11,0,1,0,0,0,NA,0,0,2,NA,0,0,3,14,1,2,2,4,2,2,46,7,2,0,6,39,8,32,65,NA,NA,NA,NA,NA,NA
E05000358,10,112,64,94,26,209,0,7,0,1,2,2,6,4,12,NA,1,10,22,125,28,7,67,17,14,67,177,228,92,1,42,118,37,180,362,NA,NA,NA,NA,NA,NA,11,144,41,108,18,192,1,5,0,3,2,2,3,3,15,NA,3,8,49,179,49,2,54,36,28,115,346,240,220,3,16,134,53,256,518,NA,NA,NA,NA,NA,NA,5,42,6,27,4,49,0,4,1,0,0,0,0,1,1,NA,1,3,12,42,12,3,12,6,8,31,71,88,51,0,9,31,14,72,167,NA,NA,NA,NA,NA,NA
E05000359,4,79,13,55,12,114,0,8,0,3,0,NA,2,6,7,NA,0,5,14,51,20,7,32,14,11,21,106,38,13,1,26,77,24,123,254,NA,NA,NA,NA,NA,NA,2,96,4,52,9,106,1,6,2,0,1,NA,0,5,8,NA,2,3,18,107,23,2,19,30,17,22,134,26,16,1,14,61,35,139,367,NA,NA,NA,NA,NA,NA,1,16,3,9,0,23,0,5,1,0,0,NA,0,1,1,NA,1,0,2,19,6,0,5,6,3,2,29,8,5,0,2,23,8,34,84,NA,NA,NA,NA,NA,NA
E05000360,0,24,3,23,3,37,NA,5,NA,2,1,0,0,2,NA,1,1,3,2,9,4,NA,6,3,3,3,31,2,3,1,23,66,26,41,101,NA,NA,NA,NA,NA,NA,0,34,3,17,10,23,NA,5,NA,1,0,1,2,1,NA,0,0,1,6,12,4,NA,5,10,5,6,30,3,2,1,6,48,18,46,139,NA,NA,NA,NA,NA,NA,1,14,1,5,3,5,NA,0,NA,0,0,0,0,0,NA,0,0,1,7,7,4,NA,3,2,2,0,13,1,0,0,1,13,11,11,49,NA,NA,NA,NA,NA,NA
E05000361,3,59,17,42,2,81,0,5,0,4,0,0,NA,4,2,1,2,3,7,42,16,1,26,8,4,16,73,38,18,0,20,53,34,97,204,NA,NA,NA,NA,NA,NA,3,65,4,50,19,70,1,4,3,1,2,0,NA,5,7,0,1,0,9,71,12,1,19,20,14,27,102,21,34,3,9,66,46,89,270,NA,NA,NA,NA,NA,NA,1,22,3,13,2,14,1,2,0,1,0,1,NA,1,1,0,1,0,3,14,4,0,9,6,1,4,31,16,3,1,1,23,18,32,68,NA,NA,NA,NA,NA,NA
E05000362,4,51,6,23,3,29,NA,4,1,0,1,NA,1,2,2,0,NA,2,5,34,6,2,9,6,9,11,73,14,1,NA,14,67,17,102,164,NA,NA,NA,NA,NA,NA,0,57,7,37,5,42,NA,6,0,1,0,NA,0,8,2,0,NA,0,2,34,14,1,8,17,17,35,87,34,10,NA,9,86,20,69,235,NA,NA,NA,NA,NA,NA,0,8,1,1,3,10,NA,0,0,0,0,NA,1,1,0,1,NA,1,3,9,2,0,0,2,0,3,18,7,0,NA,2,20,5,16,53,NA,NA,NA,NA,NA,NA
E05000363,1,37,18,47,4,52,NA,2,NA,2,2,NA,1,1,0,0,1,1,2,37,14,2,17,9,5,17,131,8,4,3,24,129,28,59,186,NA,NA,NA,NA,NA,NA,0,66,20,49,5,56,NA,1,NA,2,2,NA,2,3,4,0,0,4,3,63,12,0,13,15,12,18,240,31,16,3,18,128,29,114,238,NA,NA,NA,NA,NA,NA,0,11,4,18,3,12,NA,1,NA,0,0,NA,0,0,0,1,0,0,1,13,8,0,2,5,1,3,50,10,5,0,2,36,4,23,49,NA,NA,NA,NA,NA,NA
E05000364,2,110,15,52,9,52,2,6,0,3,1,NA,2,4,3,NA,0,1,4,72,40,2,14,21,16,32,88,24,8,1,21,101,21,133,280,NA,NA,NA,NA,NA,NA,8,119,24,81,8,34,0,7,2,2,0,NA,2,7,2,NA,4,3,17,82,38,0,20,22,10,47,121,36,16,1,11,118,26,177,392,NA,NA,NA,NA,NA,NA,2,32,3,20,3,12,0,4,0,0,1,NA,0,0,0,NA,0,0,4,11,7,0,3,8,1,2,38,9,8,0,7,22,7,38,88,NA,NA,NA,NA,NA,NA
E05000365,1,47,33,65,4,44,NA,1,0,3,NA,NA,4,4,1,1,1,2,2,49,13,3,32,4,7,73,113,75,16,1,20,116,22,50,154,NA,NA,NA,NA,NA,NA,3,67,22,81,6,31,NA,4,1,0,NA,NA,1,3,1,1,1,0,9,69,22,1,23,16,4,76,171,86,15,1,28,193,49,75,202,NA,NA,NA,NA,NA,NA,0,8,7,19,1,7,NA,0,2,0,NA,NA,0,0,0,1,0,0,0,15,1,0,3,7,0,15,42,34,6,0,4,47,6,17,33,NA,NA,NA,NA,NA,NA
E05000366,1,51,20,48,9,58,NA,1,NA,0,0,NA,1,0,3,NA,1,3,5,62,26,3,27,8,10,76,105,92,61,2,7,41,23,79,193,NA,NA,NA,NA,NA,NA,2,78,27,72,8,96,NA,2,NA,1,1,NA,1,6,4,NA,0,4,38,103,39,4,41,21,14,88,167,110,165,0,11,56,20,122,269,NA,NA,NA,NA,NA,NA,4,29,5,15,3,37,NA,2,NA,0,0,NA,0,0,2,NA,0,2,13,21,19,3,7,7,4,12,48,35,51,0,0,11,5,27,76,NA,NA,NA,NA,NA,NA
E05000367,1,80,75,70,4,78,0,1,2,NA,1,1,0,NA,5,1,0,3,6,82,35,4,53,11,9,137,156,65,221,NA,8,78,24,101,213,NA,0,NA,NA,NA,NA,3,115,80,101,9,71,2,2,1,NA,0,0,1,NA,2,1,2,2,12,106,26,9,79,41,24,129,330,91,370,NA,14,174,33,163,341,NA,1,NA,NA,NA,NA,1,37,15,34,4,12,0,0,1,NA,0,0,1,NA,1,0,1,1,4,25,5,1,29,7,6,25,103,12,145,NA,7,63,7,61,100,NA,0,NA,NA,NA,NA
E05000368,8,61,31,40,6,91,2,6,0,3,2,0,0,1,0,NA,2,2,15,76,22,3,29,11,11,40,112,37,63,0,13,84,21,141,255,0,NA,0,0,NA,NA,13,94,30,53,7,71,0,3,1,1,4,1,1,1,6,NA,7,5,13,98,26,6,41,32,17,37,202,37,151,1,6,68,28,189,369,1,NA,1,1,NA,NA,1,36,5,13,3,19,0,0,2,0,1,0,0,0,1,NA,0,0,5,31,5,0,4,12,6,9,98,9,25,0,3,25,4,66,116,0,NA,0,0,NA,NA
E05000369,1,57,14,95,3,44,0,4,NA,1,2,NA,NA,0,10,NA,0,1,8,41,15,2,35,6,7,73,69,13,56,2,20,93,14,68,148,NA,NA,NA,NA,NA,NA,6,83,12,127,5,47,1,2,NA,1,1,NA,NA,1,3,NA,2,6,19,48,14,4,48,11,7,69,95,8,110,0,13,89,26,99,220,NA,NA,NA,NA,NA,NA,1,23,4,12,4,12,0,1,NA,0,0,NA,NA,2,0,NA,0,1,2,9,2,1,9,3,0,13,31,4,25,0,7,26,5,27,53,NA,NA,NA,NA,NA,NA
E05000370,2,50,49,34,4,66,0,2,0,0,NA,1,NA,5,3,1,NA,2,8,37,12,1,34,5,10,69,143,10,101,1,13,50,13,60,176,NA,0,NA,NA,NA,NA,2,77,55,53,12,73,2,1,2,1,NA,1,NA,2,4,1,NA,2,10,81,20,0,37,19,8,74,251,17,169,1,2,44,19,120,262,NA,1,NA,NA,NA,NA,0,10,10,15,5,16,0,1,0,0,NA,0,NA,0,0,0,NA,1,2,12,6,1,16,3,2,15,91,26,76,0,1,10,3,32,58,NA,0,NA,NA,NA,NA
E05000371,0,89,36,70,6,116,2,5,0,1,3,1,1,8,10,0,0,6,20,127,36,8,88,23,12,110,194,75,203,0,15,115,15,139,269,NA,NA,NA,NA,NA,NA,3,143,46,82,11,113,1,4,3,0,2,0,2,5,15,2,1,4,19,142,36,10,126,37,19,106,341,127,275,1,19,164,33,210,453,NA,NA,NA,NA,NA,NA,1,26,13,29,8,46,0,2,2,0,0,0,0,1,2,0,0,1,3,35,12,5,22,7,5,21,108,27,108,1,2,49,12,59,105,NA,NA,NA,NA,NA,NA
E05000372,1,47,25,92,2,34,NA,1,NA,0,NA,NA,1,1,6,NA,NA,2,4,44,11,3,53,16,8,106,127,16,69,NA,18,89,22,44,129,NA,NA,NA,NA,NA,NA,2,63,28,67,4,52,NA,3,NA,2,NA,NA,2,2,2,NA,NA,2,12,50,10,0,64,15,8,86,137,11,177,NA,9,96,24,62,174,NA,NA,NA,NA,NA,NA,0,11,5,19,2,11,NA,2,NA,0,NA,NA,0,1,1,NA,NA,1,0,10,1,1,14,3,1,6,47,4,43,NA,5,19,2,27,43,NA,NA,NA,NA,NA,NA
E05000373,0,81,20,79,4,79,2,1,1,NA,0,NA,0,3,3,1,1,6,9,75,11,4,50,19,13,94,106,48,103,1,19,89,28,94,205,NA,NA,NA,NA,NA,NA,1,101,13,89,12,43,0,3,2,NA,3,NA,2,3,4,0,1,5,13,81,39,2,70,25,16,77,161,34,151,1,11,118,28,139,320,NA,NA,NA,NA,NA,NA,1,22,6,18,4,18,0,5,0,NA,0,NA,1,1,2,0,0,0,1,22,7,0,8,7,3,9,37,4,45,0,4,28,10,37,71,NA,NA,NA,NA,NA,NA
E05000374,1,44,7,55,6,39,2,3,NA,NA,0,NA,1,4,1,NA,1,2,4,29,10,NA,5,7,6,16,47,4,9,NA,15,78,20,62,150,NA,0,NA,NA,NA,NA,1,59,3,66,3,43,0,5,NA,NA,1,NA,1,4,3,NA,1,3,6,39,20,NA,20,16,6,8,66,0,16,NA,14,116,28,79,185,NA,1,NA,NA,NA,NA,1,13,2,8,2,3,1,0,NA,NA,1,NA,0,1,2,NA,0,0,1,7,2,NA,6,2,1,3,28,1,3,NA,9,19,10,14,43,NA,0,NA,NA,NA,NA
E05000375,4,71,28,64,3,65,2,1,0,3,1,NA,0,2,10,0,1,3,5,81,13,5,31,11,8,48,94,32,46,0,20,72,26,102,212,NA,0,NA,NA,NA,NA,5,102,27,81,12,55,1,4,2,0,4,NA,1,2,3,1,4,4,6,85,31,7,39,29,9,39,149,65,102,2,12,107,29,144,292,NA,1,NA,NA,NA,NA,0,17,9,26,5,9,0,2,0,0,1,NA,0,0,2,1,1,1,1,21,4,1,8,4,5,3,34,8,22,0,4,37,8,27,62,NA,0,NA,NA,NA,NA
E05000376,1,95,26,90,2,56,2,5,0,1,0,NA,NA,5,3,NA,NA,1,6,89,39,4,61,16,19,55,98,58,47,NA,12,96,21,109,236,NA,NA,NA,NA,NA,NA,4,104,30,93,6,48,2,8,2,0,2,NA,NA,8,8,NA,NA,5,9,99,44,12,35,24,16,52,143,118,90,NA,14,106,28,147,318,NA,NA,NA,NA,NA,NA,0,25,2,16,3,11,0,0,2,0,0,NA,NA,0,0,NA,NA,1,5,25,17,0,9,6,2,13,45,64,29,NA,1,17,7,26,81,NA,NA,NA,NA,NA,NA
